Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 27, 2016",8:26,@,Tennessee Titans,W 36-22,W -3,,Jacksonville Jaguars,O 43.5,
Sun,"Oct 30, 2016",8:36,N,Cincinnati Bengals,T 27-27 (OT),L -3,,Washington Redskins,O 49,at London
Sun,"Oct 30, 2016",12:47,@,Carolina Panthers,W 30-20,W -2.5,,Arizona Cardinals,O 45.5,
Sun,"Oct 30, 2016",1:02,,New England Patriots,W 41-25,W -5.5,@,Buffalo Bills,O 48,
Sun,"Oct 30, 2016",1:02,,New York Jets,W 31-28,W -2.5,@,Cleveland Browns,O 45.5,
Sun,"Oct 30, 2016",1:02,,Kansas City Chiefs,W 30-14,W -3,@,Indianapolis Colts,U 50.5,
Sun,"Oct 30, 2016",1:02,@,Tampa Bay Buccaneers,L 24-30 (OT),L -1,,Oakland Raiders,O 48,
Sun,"Oct 30, 2016",1:03,@,Houston Texans,W 20-13,W -1,,Detroit Lions,U 46.5,
Sun,"Oct 30, 2016",1:03,,Seattle Seahawks,L 20-25,L -1,@,New Orleans Saints,U 50,
Sun,"Oct 30, 2016",4:05,@,Denver Broncos,W 27-19,W -3.5,,San Diego Chargers,O 43,
Sun,"Oct 30, 2016",4:25,@,Atlanta Falcons,W 33-32,L -3,,Green Bay Packers,O 51,
Sun,"Oct 30, 2016",8:31,@,Dallas Cowboys,W 29-23 (OT),W -5,,Philadelphia Eagles,O 44,
Mon,"Oct 31, 2016",8:31,,Minnesota Vikings,L 10-20,L -4.5,@,Chicago Bears,U 39.5,
