Sun,"Sep 26, 1971",1:00,,Miami Dolphins,W 29-14,W -6.5,@,Buffalo Bills,,
Sun,"Sep 26, 1971",1:00,@,Green Bay Packers,W 34-13,W -3,,Denver Broncos,,at Milwaukee
Sun,"Sep 26, 1971",1:00,,Detroit Lions,W 34-7,W -11,@,New England Patriots,,
Sun,"Sep 26, 1971",1:00,,Washington Redskins,W 30-3,W -2.5,@,New York Giants,,
Sun,"Sep 26, 1971",1:00,,Dallas Cowboys,W 42-7,W -13.5,@,Philadelphia Eagles,,
Sun,"Sep 26, 1971",1:00,,Cincinnati Bengals,L 10-21,L -3.5,@,Pittsburgh Steelers,,
Sun,"Sep 26, 1971",2:00,@,Baltimore Colts,L 13-14,L -5.5,,Cleveland Browns,,
Sun,"Sep 26, 1971",2:00,,Kansas City Chiefs,W 20-16,L -7.5,@,Houston Oilers,,
Sun,"Sep 26, 1971",2:00,@,Minnesota Vikings,L 17-20,L -14.5,,Chicago Bears,,
Sun,"Sep 26, 1971",2:00,,San Francisco 49ers,W 38-20,W -13,@,New Orleans Saints,,
Sun,"Sep 26, 1971",4:00,@,Los Angeles Rams,T 20-20,L -3.5,,Atlanta Falcons,,
Sun,"Sep 26, 1971",4:00,,Oakland Raiders,W 34-0,W -3.5,@,San Diego Chargers,,
Mon,"Sep 27, 1971",9:00,@,St Louis Cardinals,W 17-10,W -5.5,,New York Jets,,
