Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 18, 1971",4:00,@,Dallas Cowboys,W 31-12,W -16.5,,St Louis Cardinals,,
Sun,"Dec 19, 1971",1:00,@,Miami Dolphins,W 27-6,W -7,,Green Bay Packers,,
Sun,"Dec 19, 1971",1:00,,Philadelphia Eagles,W 41-28,W -7,@,New York Giants,,
Sun,"Dec 19, 1971",1:00,@,New York Jets,W 35-21,W -6,,Cincinnati Bengals,,
Sun,"Dec 19, 1971",1:00,,Los Angeles Rams,W 23-14,W -7,@,Pittsburgh Steelers,,
Sun,"Dec 19, 1971",1:00,@,Washington Redskins,L 13-20,L -6,,Cleveland Browns,,
Sun,"Dec 19, 1971",2:00,@,Baltimore Colts,L 17-21,L -14.5,,New England Patriots,,
Sun,"Dec 19, 1971",2:00,,Minnesota Vikings,W 27-10,W -6,@,Chicago Bears,,
Sun,"Dec 19, 1971",2:00,@,Houston Oilers,W 49-33,W PK,,San Diego Chargers,,
Sun,"Dec 19, 1971",2:00,@,Kansas City Chiefs,W 22-9,P -13,,Buffalo Bills,,
Sun,"Dec 19, 1971",2:00,,Atlanta Falcons,W 24-20,W -3,@,New Orleans Saints,,
Sun,"Dec 19, 1971",4:00,@,Oakland Raiders,W 21-13,L -10,,Denver Broncos,,
Sun,"Dec 19, 1971",4:00,@,San Francisco 49ers,W 31-27,L -6.5,,Detroit Lions,,
