Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 14 1971,1:00,@,Atlanta Falcons,L 17-21,L -7,,New York Giants,,
Sun,Nov 14 1971,1:00,@,Miami Dolphins,W 24-21,L -10,,Pittsburgh Steelers,,
Sun,Nov 14 1971,1:00,@,New England Patriots,W 38-33,L -6.5,,Buffalo Bills,,
Sun,Nov 14 1971,1:00,,Baltimore Colts,W 14-13,L -11,@,New York Jets,,
Sun,Nov 14 1971,2:00,@,Chicago Bears,W 16-15,W PK,,Washington Redskins,,
Sun,Nov 14 1971,2:00,@,Dallas Cowboys,W 20-7,P -13,,Philadelphia Eagles,,
Sun,Nov 14 1971,2:00,@,Detroit Lions,L 13-21,L -5,,Los Angeles Rams,,
Sun,Nov 14 1971,2:00,@,Minnesota Vikings,W 3-0,L -7,,Green Bay Packers,,
Sun,Nov 14 1971,4:00,@,Denver Broncos,L 10-24,L -3,,Cincinnati Bengals,,
Sun,Nov 14 1971,4:00,@,Kansas City Chiefs,W 13-7,L -11,,Cleveland Browns,,
Sun,Nov 14 1971,4:00,@,Oakland Raiders,W 41-21,W -14,,Houston Oilers,,
Sun,Nov 14 1971,4:00,@,San Francisco 49ers,L 20-26,L -14,,New Orleans Saints,,
Mon,Nov 15 1971,9:00,@,San Diego Chargers,W 20-17,W -2,,St Louis Cardinals,,
