Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sat,"Dec 11, 1971",1:00,@,Minnesota Vikings,W 29-10,W -4,,Detroit Lions,,
Sat,"Dec 11, 1971",4:00,@,Baltimore Colts,W 14-3,W -5,,Miami Dolphins,,
Sun,"Dec 12, 1971",1:00,@,Buffalo Bills,L 14-20,L PK,,Houston Oilers,,
Sun,"Dec 12, 1971",1:00,@,Cincinnati Bengals,L 13-21,L -10,,Pittsburgh Steelers,,
Sun,"Dec 12, 1971",1:00,,Dallas Cowboys,W 42-14,W -12,@,New York Giants,,
Sun,"Dec 12, 1971",1:00,@,New York Jets,W 13-6,W -6.5,,New England Patriots,,
Sun,"Dec 12, 1971",1:00,@,Philadelphia Eagles,W 19-7,W PK,,St Louis Cardinals,,
Sun,"Dec 12, 1971",2:00,@,Green Bay Packers,W 31-10,W -4,,Chicago Bears,,
Sun,"Dec 12, 1971",2:00,@,New Orleans Saints,L 17-21,L -1,,Cleveland Browns,,
Sun,"Dec 12, 1971",4:00,@,Kansas City Chiefs,W 16-14,L -4,,Oakland Raiders,,
Sun,"Dec 12, 1971",4:00,@,San Diego Chargers,W 45-17,W -4,,Denver Broncos,,
Sun,"Dec 12, 1971",4:00,@,San Francisco 49ers,W 24-3,W -4,,Atlanta Falcons,,
Mon,"Dec 13, 1971",9:00,@,Los Angeles Rams,L 24-38,L -7,,Washington Redskins,,
