Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Oct 3, 1971",1:00,@,Miami Dolphins,L 10-14,L -7.5,,New York Jets,,
Sun,"Oct 3, 1971",1:00,,Baltimore Colts,W 23-3,W -11,@,New England Patriots,,
Sun,"Oct 3, 1971",1:00,,San Francisco 49ers,W 31-3,W -13.5,@,Philadelphia Eagles,,
Sun,"Oct 3, 1971",1:00,@,Pittsburgh Steelers,W 21-17,W -2,,San Diego Chargers,,
Sun,"Oct 3, 1971",2:00,@,Dallas Cowboys,L 16-20,L -10,,Washington Redskins,,at Cotton Bowl
Sun,"Oct 3, 1971",2:00,@,Detroit Lions,W 41-38,L -7,,Atlanta Falcons,,
Sun,"Oct 3, 1971",2:00,,Cincinnati Bengals,L 17-20,L -1,@,Green Bay Packers,,
Sun,"Oct 3, 1971",2:00,@,Houston Oilers,T 13-13,L -9,,New Orleans Saints,,
Sun,"Oct 3, 1971",2:00,@,Minnesota Vikings,W 19-0,W -15,,Buffalo Bills,,
Sun,"Oct 3, 1971",4:00,,Kansas City Chiefs,W 16-3,W -6.5,@,Denver Broncos,,
Sun,"Oct 3, 1971",4:00,@,Los Angeles Rams,W 17-3,W -4,,Chicago Bears,,
Sun,"Oct 3, 1971",4:00,@,St Louis Cardinals,L 20-21,L -8.5,,New York Giants,,
Mon,"Oct 4, 1971",9:00,,Oakland Raiders,W 34-20,W -1,@,Cleveland Browns,,
