Sun,"Oct 14, 2001",12:00,@,Kansas City Chiefs,L 17-20,L -2.5,,Pittsburgh Steelers,O 36,
Sun,"Oct 14, 2001",12:02,@,St Louis Rams,W 15-14,L -10.5,,New York Giants,U 45,
Sun,"Oct 14, 2001",12:03,@,Chicago Bears,W 20-13,P -7,,Arizona Cardinals,U 39.5,
Sun,"Oct 14, 2001",1:00,@,Minnesota Vikings,W 31-26,L -10,,Detroit Lions,O 44,
Sun,"Oct 14, 2001",1:02,,New Orleans Saints,W 27-25,L -5,@,Carolina Panthers,O 39.5,
Sun,"Oct 14, 2001",1:02,@,Cincinnati Bengals,W 24-14,W -1.5,,Cleveland Browns,O 35,
Sun,"Oct 14, 2001",1:02,@,Green Bay Packers,W 31-23,W PK,,Baltimore Ravens,O 34,
Sun,"Oct 14, 2001",1:03,,San Diego Chargers,L 26-29 (OT),L -3,@,New England Patriots,O 36,
Sun,"Oct 14, 2001",1:04,,San Francisco 49ers,W 37-31 (OT),W -3,@,Atlanta Falcons,O 43.5,
Sun,"Oct 14, 2001",1:04,@,Tennessee Titans,W 31-28 (OT),P -3,,Tampa Bay Buccaneers,O 33,
Sun,"Oct 14, 2001",4:15,,Miami Dolphins,L 17-21,L -3,@,New York Jets,P 38,
Sun,"Oct 14, 2001",4:16,,Denver Broncos,L 21-34,L -6,@,Seattle Seahawks,O 44,
Sun,"Oct 14, 2001",8:30,@,Indianapolis Colts,L 18-23,L -3.5,,Oakland Raiders,U 52,
Mon,"Oct 15, 2001",8:08,@,Dallas Cowboys,W 9-7,L -3,,Washington Redskins,U 37,
