Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Nov 22 2001,12:36,,Green Bay Packers,W 29-27,L -7,@,Detroit Lions,O 47,
Thu,Nov 22 2001,4:15,,Denver Broncos,W 26-24,L -7,@,Dallas Cowboys,O 40.5,
Sun,Nov 25 2001,1:00,@,Indianapolis Colts,L 21-40,L -2.5,,San Francisco 49ers,O 52.5,
Sun,Nov 25 2001,1:00,@,Kansas City Chiefs,W 19-7,W -1.5,,Seattle Seahawks,U 41,
Sun,Nov 25 2001,1:02,,Miami Dolphins,W 34-27,W -5,@,Buffalo Bills,O 36,
Sun,Nov 25 2001,1:02,,Atlanta Falcons,W 10-7,P -3,@,Carolina Panthers,U 40,
Sun,Nov 25 2001,1:03,@,Cleveland Browns,W 18-0,W -6,,Cincinnati Bengals,U 35.5,
Sun,Nov 25 2001,1:03,@,Philadelphia Eagles,L 3-13,L -8,,Washington Redskins,U 37.5,
Sun,Nov 25 2001,1:05,@,Tennessee Titans,L 24-34,L -2,,Pittsburgh Steelers,O 34.5,
Sun,Nov 25 2001,4:05,@,New England Patriots,W 34-17,W PK,,New Orleans Saints,O 42,
Sun,Nov 25 2001,4:05,@,San Diego Chargers,L 17-20,L -7,,Arizona Cardinals,U 44,
Sun,Nov 25 2001,4:15,,Baltimore Ravens,W 24-21,P -3,@,Jacksonville Jaguars,O 34,
Sun,Nov 25 2001,4:15,,Oakland Raiders,W 28-10,W -2.5,@,New York Giants,U 39,
Sun,Nov 25 2001,8:35,@,Minnesota Vikings,L 6-13,L -3,,Chicago Bears,U 45,
Mon,Nov 26 2001,9:10,@,St Louis Rams,L 17-24,L -9.5,,Tampa Bay Buccaneers,U 46,
