Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 26, 2024",8:20,,Dallas Cowboys,W 20-15,L -5.5,@,New York Giants,U 45,
Sun,"Sep 29, 2024",1:00,@,Atlanta Falcons,W 26-24,L -2.5,,New Orleans Saints,O 42.5,
Sun,"Sep 29, 2024",1:00,,Cincinnati Bengals,W 34-24,W -5.5,@,Carolina Panthers,O 46.5,
Sun,"Sep 29, 2024",1:00,@,Chicago Bears,W 24-18,W -3,,Los Angeles Rams,O 40.5,
Sun,"Sep 29, 2024",1:00,@,Green Bay Packers,L 29-31,L -2.5,,Minnesota Vikings,O 44,
Sun,"Sep 29, 2024",1:00,@,Houston Texans,W 24-20,L -5.5,,Jacksonville Jaguars,U 44.5,
Sun,"Sep 29, 2024",1:00,,Pittsburgh Steelers,L 24-27,L -2.5,@,Indianapolis Colts,O 41,
Sun,"Sep 29, 2024",1:00,@,New York Jets,L 9-10,L -8,,Denver Broncos,U 39.5,
Sun,"Sep 29, 2024",1:00,,Philadelphia Eagles,L 16-33,L -1,@,Tampa Bay Buccaneers,O 42.5,
Sun,"Sep 29, 2024",4:05,@,Arizona Cardinals,L 14-42,L -3.5,,Washington Commanders,O 48.5,
Sun,"Sep 29, 2024",4:05,@,San Francisco 49ers,W 30-13,W -10.5,,New England Patriots,O 42,
Sun,"Sep 29, 2024",4:25,,Cleveland Browns,L 16-20,L -2.5,@,Las Vegas Raiders,U 37,
Sun,"Sep 29, 2024",4:25,,Kansas City Chiefs,W 17-10,P -7,@,Los Angeles Chargers,U 41.5,
Sun,"Sep 29, 2024",8:20,@,Baltimore Ravens,W 35-10,W -2.5,,Buffalo Bills,U 47.5,
Mon,"Sep 30, 2024",7:30,@,Miami Dolphins,L 12-31,L -2.5,,Tennessee Titans,O 37.5,
Mon,"Sep 30, 2024",8:15,@,Detroit Lions,W 42-29,W -4.5,,Seattle Seahawks,O 47,
