Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Dec 5, 2024",8:20,@,Detroit Lions,W 34-31,L -3.5,,Green Bay Packers,O 53,
Sun,"Dec 8, 2024",1:00,@,Miami Dolphins,W 32-26 (OT),L -6.5,,New York Jets,O 45.5,
Sun,"Dec 8, 2024",1:00,@,Minnesota Vikings,W 42-21,W -6,,Atlanta Falcons,O 46.5,
Sun,"Dec 8, 2024",1:00,@,New York Giants,L 11-14,L -5.5,,New Orleans Saints,U 40.5,
Sun,"Dec 8, 2024",1:00,@,Philadelphia Eagles,W 22-16,L -13.5,,Carolina Panthers,U 44.5,
Sun,"Dec 8, 2024",1:00,@,Pittsburgh Steelers,W 27-14,W -6,,Cleveland Browns,U 42.5,
Sun,"Dec 8, 2024",1:00,@,Tampa Bay Buccaneers,W 28-13,W -6.5,,Las Vegas Raiders,U 47,
Sun,"Dec 8, 2024",1:00,@,Tennessee Titans,L 6-10,L -3,,Jacksonville Jaguars,U 40.5,
Sun,"Dec 8, 2024",4:05,@,Arizona Cardinals,L 18-30,L -3,,Seattle Seahawks,O 45.5,
Sun,"Dec 8, 2024",4:25,,Buffalo Bills,L 42-44,L -3.5,@,Los Angeles Rams,O 50.5,
Sun,"Dec 8, 2024",4:25,@,San Francisco 49ers,W 38-13,W -3,,Chicago Bears,O 43.5,
Sun,"Dec 8, 2024",8:20,@,Kansas City Chiefs,W 19-17,L -4.5,,Los Angeles Chargers,U 43,
Mon,"Dec 9, 2024",8:15,,Cincinnati Bengals,W 27-20,W -4.5,@,Dallas Cowboys,U 50.5,
