Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Jan 4, 2025",4:30,@,Baltimore Ravens,W 35-10,W -19.5,,Cleveland Browns,O 42,
Sat,"Jan 4, 2025",8:00,,Cincinnati Bengals,W 19-17,L -2.5,@,Pittsburgh Steelers,U 48.5,
Sun,"Jan 5, 2025",1:00,@,Atlanta Falcons,L 38-44 (OT),L -8,,Carolina Panthers,O 48.5,
Sun,"Jan 5, 2025",1:00,,Washington Commanders,W 23-19,L -7,@,Dallas Cowboys,U 43.5,
Sun,"Jan 5, 2025",1:00,@,Green Bay Packers,L 22-24,L -10,,Chicago Bears,O 41.5,
Sun,"Jan 5, 2025",1:00,@,Indianapolis Colts,W 26-23 (OT),L -3.5,,Jacksonville Jaguars,O 46,
Sun,"Jan 5, 2025",1:00,,Buffalo Bills,L 16-23,L -3.5,@,New England Patriots,O 36.5,
Sun,"Jan 5, 2025",1:00,@,Philadelphia Eagles,W 20-13,W -3,,New York Giants,U 36,
Sun,"Jan 5, 2025",1:00,@,Tampa Bay Buccaneers,W 27-19,L -14.5,,New Orleans Saints,O 44.5,
Sun,"Jan 5, 2025",1:00,@,Tennessee Titans,L 14-23,L -2.5,,Houston Texans,O 36.5,
Sun,"Jan 5, 2025",4:25,@,Arizona Cardinals,W 47-24,W -5,,San Francisco 49ers,O 43,
Sun,"Jan 5, 2025",4:25,@,Denver Broncos,W 38-0,W -11,,Kansas City Chiefs,U 40.5,
Sun,"Jan 5, 2025",4:25,,Los Angeles Chargers,W 34-20,W -7,@,Las Vegas Raiders,O 42,
Sun,"Jan 5, 2025",4:25,,Seattle Seahawks,W 30-25,L -7.5,@,Los Angeles Rams,O 38.5,
Sun,"Jan 5, 2025",4:25,@,New York Jets,W 32-20,W -2,,Miami Dolphins,O 39.5,
Sun,"Jan 5, 2025",8:20,@,Detroit Lions,W 31-9,W -3,,Minnesota Vikings,U 56.5,
