Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 3, 2022",8:15,,Philadelphia Eagles,W 29-17,L -13.5,@,Houston Texans,O 45.5,
Sun,"Nov 6, 2022",1:00,,Los Angeles Chargers,W 20-17,P -3,@,Atlanta Falcons,U 49.5,
Sun,"Nov 6, 2022",1:00,,Miami Dolphins,W 35-32,L -4,@,Chicago Bears,O 45.5,
Sun,"Nov 6, 2022",1:00,@,Cincinnati Bengals,W 42-21,W -7,,Carolina Panthers,O 42.5,
Sun,"Nov 6, 2022",1:00,,Green Bay Packers,L 9-15,L -3.5,@,Detroit Lions,U 49.5,
Sun,"Nov 6, 2022",1:00,,Las Vegas Raiders,L 20-27,L -2.5,@,Jacksonville Jaguars,U 48,
Sun,"Nov 6, 2022",1:00,@,New England Patriots,W 26-3,W -5,,Indianapolis Colts,U 40.5,
Sun,"Nov 6, 2022",1:00,,Buffalo Bills,L 17-20,L -11,@,New York Jets,U 46,
Sun,"Nov 6, 2022",1:00,,Minnesota Vikings,W 20-17,P -3,@,Washington Commanders,U 43.5,
Sun,"Nov 6, 2022",4:05,@,Arizona Cardinals,L 21-31,L -2,,Seattle Seahawks,O 49,
Sun,"Nov 6, 2022",4:25,@,Tampa Bay Buccaneers,W 16-13,P -3,,Los Angeles Rams,U 42.5,
Sun,"Nov 6, 2022",8:20,@,Kansas City Chiefs,W 20-17 (OT),L -12.5,,Tennessee Titans,U 45.5,
Mon,"Nov 7, 2022",8:15,,Baltimore Ravens,W 27-13,W -1.5,@,New Orleans Saints,U 46.5,
