Thu,"Oct 6, 2022",8:15,@,Denver Broncos,L 9-12 (OT),L -3,,Indianapolis Colts,U 42,
Sun,"Oct 9, 2022",9:30,N,Green Bay Packers,L 22-27,L -8,,New York Giants,O 41.5,at London
Sun,"Oct 9, 2022",1:00,@,Buffalo Bills,W 38-3,W -14,,Pittsburgh Steelers,U 45.5,
Sun,"Oct 9, 2022",1:00,,Los Angeles Chargers,W 30-28,W -1,@,Cleveland Browns,O 47,
Sun,"Oct 9, 2022",1:00,@,Jacksonville Jaguars,L 6-13,L -7,,Houston Texans,U 43.5,
Sun,"Oct 9, 2022",1:00,@,Minnesota Vikings,W 29-22,L -7.5,,Chicago Bears,O 44,
Sun,"Oct 9, 2022",1:00,@,New England Patriots,W 29-0,W -3,,Detroit Lions,U 45.5,
Sun,"Oct 9, 2022",1:00,@,New Orleans Saints,W 39-32,W -5,,Seattle Seahawks,O 45,
Sun,"Oct 9, 2022",1:00,,Miami Dolphins,L 17-40,L -3.5,@,New York Jets,O 45,
Sun,"Oct 9, 2022",1:00,@,Tampa Bay Buccaneers,W 21-15,L -10,,Atlanta Falcons,U 46.5,
Sun,"Oct 9, 2022",1:00,,Tennessee Titans,W 21-17,W -2,@,Washington Commanders,U 43,
Sun,"Oct 9, 2022",4:05,,San Francisco 49ers,W 37-15,W -6.5,@,Carolina Panthers,O 39.5,
Sun,"Oct 9, 2022",4:25,,Philadelphia Eagles,W 20-17,L -5,@,Arizona Cardinals,U 49,
Sun,"Oct 9, 2022",4:25,@,Los Angeles Rams,L 10-22,L -5.5,,Dallas Cowboys,U 42,
Sun,"Oct 9, 2022",8:20,@,Baltimore Ravens,W 19-17,L -3.5,,Cincinnati Bengals,U 47.5,
Mon,"Oct 10, 2022",8:15,@,Kansas City Chiefs,W 30-29,L -7,,Las Vegas Raiders,O 51.5,
