Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 15, 2022",8:15,@,Kansas City Chiefs,W 27-24,L -4,,Los Angeles Chargers,U 54,
Sun,"Sep 18, 2022",1:00,@,Baltimore Ravens,L 38-42,L -3.5,,Miami Dolphins,O 44.5,
Sun,"Sep 18, 2022",1:00,@,Cleveland Browns,L 30-31,L -6.5,,New York Jets,O 39.5,
Sun,"Sep 18, 2022",1:00,@,Detroit Lions,W 36-27,W -1.5,,Washington Commanders,O 48.5,
Sun,"Sep 18, 2022",1:00,,Indianapolis Colts,L 0-24,L -3,@,Jacksonville Jaguars,U 45,
Sun,"Sep 18, 2022",1:00,,Tampa Bay Buccaneers,W 20-10,W -2.5,@,New Orleans Saints,U 44,
Sun,"Sep 18, 2022",1:00,@,New York Giants,W 19-16,W -2,,Carolina Panthers,U 43.5,
Sun,"Sep 18, 2022",1:00,,New England Patriots,W 17-14,W -2.5,@,Pittsburgh Steelers,U 40.5,
Sun,"Sep 18, 2022",4:05,@,Los Angeles Rams,W 31-27,L -10,,Atlanta Falcons,O 46.5,
Sun,"Sep 18, 2022",4:05,@,San Francisco 49ers,W 27-7,W -9,,Seattle Seahawks,U 40.5,
Sun,"Sep 18, 2022",4:25,,Cincinnati Bengals,L 17-20,L -7,@,Dallas Cowboys,U 42,
Sun,"Sep 18, 2022",4:25,@,Denver Broncos,W 16-9,L -10,,Houston Texans,U 45.5,
Sun,"Sep 18, 2022",4:25,@,Las Vegas Raiders,L 23-29 (OT),L -5.5,,Arizona Cardinals,O 51.5,
Sun,"Sep 18, 2022",8:20,@,Green Bay Packers,W 27-10,W -10,,Chicago Bears,U 41.5,
Mon,"Sep 19, 2022",7:15,@,Buffalo Bills,W 41-7,W -10,,Tennessee Titans,O 47.5,
Mon,"Sep 19, 2022",8:30,@,Philadelphia Eagles,W 24-7,W -2.5,,Minnesota Vikings,U 50.5,
