Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Dec 22, 2022",8:15,@,New York Jets,L 3-19,L -2,,Jacksonville Jaguars,U 37,
Sat,"Dec 24, 2022",1:00,@,Baltimore Ravens,W 17-9,W -6.5,,Atlanta Falcons,U 34.5,
Sat,"Dec 24, 2022",1:00,,Detroit Lions,L 23-37,L -2.5,@,Carolina Panthers,O 43.5,
Sat,"Dec 24, 2022",1:00,,Buffalo Bills,W 35-13,W -8,@,Chicago Bears,O 40,
Sat,"Dec 24, 2022",1:00,@,Cleveland Browns,L 10-17,L -3,,New Orleans Saints,U 32,
Sat,"Dec 24, 2022",1:00,@,Kansas City Chiefs,W 24-10,W -10,,Seattle Seahawks,U 49.5,
Sat,"Dec 24, 2022",1:00,@,Minnesota Vikings,W 27-24,L -4,,New York Giants,O 49.5,
Sat,"Dec 24, 2022",1:00,,Cincinnati Bengals,W 22-18,W -3,@,New England Patriots,U 41.5,
Sat,"Dec 24, 2022",1:00,@,Pittsburgh Steelers,W 13-10,W -2,,Las Vegas Raiders,U 38,
Sat,"Dec 24, 2022",2:00,@,Tennessee Titans,L 14-19,L -3,,Houston Texans,U 35.5,
Sat,"Dec 24, 2022",4:05,@,San Francisco 49ers,W 37-20,W -6.5,,Washington Commanders,O 37.5,
Sat,"Dec 24, 2022",4:25,@,Dallas Cowboys,W 40-34,W -4.5,,Philadelphia Eagles,O 47,
Sun,"Dec 25, 2022",1:00,@,Miami Dolphins,L 20-26,L -3.5,,Green Bay Packers,U 49.5,
Sun,"Dec 25, 2022",4:30,,Denver Broncos,L 14-51,L -3,@,Los Angeles Rams,O 36.5,
Sun,"Dec 25, 2022",8:20,,Tampa Bay Buccaneers,W 19-16 (OT),L -7.5,@,Arizona Cardinals,U 40.5,
Mon,"Dec 26, 2022",8:15,,Los Angeles Chargers,W 20-3,W -4,@,Indianapolis Colts,U 45.5,
