Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Dec 29 2022,8:15,,Dallas Cowboys,W 27-13,W -12.5,@,Tennessee Titans,O 39.5,
Sun,Jan 1 2023,1:00,@,Atlanta Falcons,W 20-19,L -6,,Arizona Cardinals,U 41,
Sun,Jan 1 2023,1:00,@,Detroit Lions,W 41-10,W -6,,Chicago Bears,U 52.5,
Sun,Jan 1 2023,1:00,,Jacksonville Jaguars,W 31-3,W -3,@,Houston Texans,U 43,
Sun,Jan 1 2023,1:00,@,Kansas City Chiefs,W 27-24,L -12.5,,Denver Broncos,O 45,
Sun,Jan 1 2023,1:00,@,New England Patriots,W 23-21,L -2.5,,Miami Dolphins,O 41,
Sun,Jan 1 2023,1:00,@,New York Giants,W 38-10,W -5.5,,Indianapolis Colts,O 39,
Sun,Jan 1 2023,1:00,@,Philadelphia Eagles,L 10-20,L -5.5,,New Orleans Saints,U 41.5,
Sun,Jan 1 2023,1:00,@,Tampa Bay Buccaneers,W 30-24,W -3.5,,Carolina Panthers,O 40.5,
Sun,Jan 1 2023,1:00,@,Washington Commanders,L 10-24,L -2,,Cleveland Browns,U 40.5,
Sun,Jan 1 2023,4:05,,San Francisco 49ers,W 37-34 (OT),L -9.5,@,Las Vegas Raiders,O 42.5,
Sun,Jan 1 2023,4:05,,New York Jets,L 6-23,L -1.5,@,Seattle Seahawks,U 42.5,
Sun,Jan 1 2023,4:25,@,Green Bay Packers,W 41-17,W -3,,Minnesota Vikings,O 47.5,
Sun,Jan 1 2023,4:25,@,Los Angeles Chargers,W 31-10,W -6.5,,Los Angeles Rams,U 41.5,
Sun,Jan 1 2023,8:20,@,Baltimore Ravens,L 13-16,L -2.5,,Pittsburgh Steelers,U 35,
