Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
NFL Divisional,Sat,Dec 23 1967,,,Los Angeles Rams,L 7-28,L -3,@,Green Bay Packers,
NFL Divisional,Sun,Dec 24 1967,,@,Dallas Cowboys,W 52-14,W -5,,Cleveland Browns,
NFL Championship,Sun,Dec 31 1967,,@,Green Bay Packers,W 21-17,L -7,,Dallas Cowboys,
AFL Championship,Sun,Dec 31 1967,,@,Oakland Raiders,W 40-7,W -10,,Houston Oilers,
Super Bowl II,Sun,Jan 14 1968,,N,Green Bay Packers,W 33-14,W -13.5,,Oakland Raiders,O 43
