Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 29, 1967",,,Minnesota Vikings,L 20-21,L -8,@,Atlanta Falcons,,
Sun,"Oct 29, 1967",,,Los Angeles Rams,W 28-17,W -10,@,Chicago Bears,,
Sun,"Oct 29, 1967",,,Pittsburgh Steelers,W 14-10,L -6,@,New Orleans Saints,,
Sun,"Oct 29, 1967",,,Cleveland Browns,L 34-38,L -7,@,New York Giants,,
Sun,"Oct 29, 1967",,,Dallas Cowboys,L 14-21,L -6,@,Philadelphia Eagles,,
Sun,"Oct 29, 1967",,@,San Francisco 49ers,L 3-45,L -7,,Detroit Lions,,
Sun,"Oct 29, 1967",,,Baltimore Colts,W 17-13,L -9,@,Washington Redskins,,
Mon,"Oct 30, 1967",,,Green Bay Packers,W 31-23,W -7,@,St Louis Cardinals,,
