Sun,"Sep 11, 1994",1:00,@,Atlanta Falcons,W 31-13,W -8.5,,Los Angeles Rams,O 43.5,
Sun,"Sep 11, 1994",1:00,@,Cleveland Browns,L 10-17,L -2.5,,Pittsburgh Steelers,U 38,
Sun,"Sep 11, 1994",1:00,@,Green Bay Packers,L 14-24,L -3,,Miami Dolphins,U 43,at Milwaukee
Sun,"Sep 11, 1994",1:00,,San Francisco 49ers,L 17-24,L -3,@,Kansas City Chiefs,U 46.5,
Sun,"Sep 11, 1994",1:00,@,Minnesota Vikings,W 10-3,W -4.5,,Detroit Lions,U 42.5,
Sun,"Sep 11, 1994",1:00,@,New England Patriots,L 35-38,L -2.5,,Buffalo Bills,O 41,
Sun,"Sep 11, 1994",1:00,@,Tampa Bay Buccaneers,W 24-10,W -2,,Indianapolis Colts,U 37.5,
Sun,"Sep 11, 1994",4:00,@,Dallas Cowboys,W 20-17,L -14.5,,Houston Oilers,U 43.5,
Sun,"Sep 11, 1994",4:00,@,Los Angeles Raiders,L 9-38,L -6.5,,Seattle Seahawks,O 42.5,
Sun,"Sep 11, 1994",4:00,@,New Orleans Saints,L 24-38,L -8,,Washington Redskins,O 38,
Sun,"Sep 11, 1994",4:00,@,New York Jets,W 25-22 (OT),P -3,,Denver Broncos,O 46,
Sun,"Sep 11, 1994",4:00,@,San Diego Chargers,W 27-10,W -9,,Cincinnati Bengals,U 42,
Sun,"Sep 11, 1994",8:00,@,Arizona Cardinals,L 17-20,L -3.5,,New York Giants,O 35.5,
Mon,"Sep 12, 1994",9:00,@,Philadelphia Eagles,W 30-22,W -3.5,,Chicago Bears,O 37.5,
