Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Sep 18 1994,1:00,@,Chicago Bears,L 14-42,L PK,,Minnesota Vikings,O 36,
Sun,Sep 18 1994,1:00,,New England Patriots,W 31-28,L -5.5,@,Cincinnati Bengals,O 43,
Sun,Sep 18 1994,1:00,@,Cleveland Browns,W 32-0,W -3,,Arizona Cardinals,U 35.5,
Sun,Sep 18 1994,1:00,@,Houston Oilers,L 7-15,L -2.5,,Buffalo Bills,U 44,
Sun,Sep 18 1994,1:00,@,Miami Dolphins,W 28-14,W -3.5,,New York Jets,U 45,
Sun,Sep 18 1994,1:00,@,Philadelphia Eagles,W 13-7,W -3.5,,Green Bay Packers,U 42,
Sun,Sep 18 1994,1:00,@,Pittsburgh Steelers,W 31-21,W -8,,Indianapolis Colts,O 38,
Sun,Sep 18 1994,1:00,@,Tampa Bay Buccaneers,L 7-9,L -3.5,,New Orleans Saints,U 38.5,
Sun,Sep 18 1994,4:00,@,Denver Broncos,L 16-48,L -4.5,,Los Angeles Raiders,O 50.5,
Sun,Sep 18 1994,4:00,,San Francisco 49ers,W 34-19,W -13.5,@,Los Angeles Rams,O 45,
Sun,Sep 18 1994,4:00,@,New York Giants,W 31-23,W -7,,Washington Redskins,O 39.5,
Sun,Sep 18 1994,4:00,@,Seattle Seahawks,L 10-24,L -3.5,,San Diego Chargers,U 40.5,at Univ of Washington
Sun,Sep 18 1994,8:00,,Kansas City Chiefs,W 30-10,W -2.5,@,Atlanta Falcons,U 46.5,
Mon,Sep 19 1994,9:00,@,Dallas Cowboys,L 17-20 (OT),L -13,,Detroit Lions,U 44.5,
