Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sat,"Dec 17, 1994",12:30,@,Detroit Lions,W 41-19,W -1.5,,Minnesota Vikings,O 42,
Sat,"Dec 17, 1994",4:00,@,San Francisco 49ers,W 42-19,W -15,,Denver Broncos,O 47.5,
Sun,"Dec 18, 1994",1:00,@,Buffalo Bills,L 17-41,L -1,,New England Patriots,O 37,
Sun,"Dec 18, 1994",1:00,@,Chicago Bears,W 27-13,W -7,,Los Angeles Rams,O 33.5,
Sun,"Dec 18, 1994",1:00,@,Green Bay Packers,W 21-17,L -7.5,,Atlanta Falcons,U 39.5,at Milwaukee
Sun,"Dec 18, 1994",1:00,,San Diego Chargers,W 21-6,W -2,@,New York Jets,U 37,
Sun,"Dec 18, 1994",1:00,@,Washington Redskins,L 14-17,L -2,,Tampa Bay Buccaneers,U 39,
Sun,"Dec 18, 1994",4:00,@,Arizona Cardinals,W 28-7,W -7,,Cincinnati Bengals,O 34.5,
Sun,"Dec 18, 1994",4:00,,Miami Dolphins,L 6-10,L -3.5,@,Indianapolis Colts,U 42,
Sun,"Dec 18, 1994",4:00,@,Kansas City Chiefs,W 31-9,W -9.5,,Houston Oilers,O 34,
Sun,"Dec 18, 1994",4:00,@,Philadelphia Eagles,L 13-16,L -4.5,,New York Giants,U 35,
Sun,"Dec 18, 1994",4:00,@,Pittsburgh Steelers,W 17-7,W -3.5,,Cleveland Browns,U 32.5,
Sun,"Dec 18, 1994",8:00,,Los Angeles Raiders,W 17-16,L -6,@,Seattle Seahawks,U 36,
Mon,"Dec 19, 1994",9:00,,Dallas Cowboys,W 24-16,L -10,@,New Orleans Saints,U 45.5,
