Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Oct 9, 1994",1:00,@,Atlanta Falcons,W 34-13,W -7,,Tampa Bay Buccaneers,O 41,
Sun,"Oct 9, 1994",1:00,@,Buffalo Bills,W 21-11,W -2.5,,Miami Dolphins,U 44,
Sun,"Oct 9, 1994",1:00,@,Chicago Bears,W 17-7,W -3.5,,New Orleans Saints,U 37,
Sun,"Oct 9, 1994",1:00,,San Francisco 49ers,W 27-21,W -4.5,@,Detroit Lions,O 44,
Sun,"Oct 9, 1994",1:00,@,Green Bay Packers,W 24-17,L -8.5,,Los Angeles Rams,O 35,
Sun,"Oct 9, 1994",1:00,@,New York Jets,W 16-6,W -5.5,,Indianapolis Colts,U 36.5,
Sun,"Oct 9, 1994",4:00,@,Dallas Cowboys,W 38-3,W -12.5,,Arizona Cardinals,O 37.5,
Sun,"Oct 9, 1994",4:00,@,New England Patriots,L 17-21,L -3,,Los Angeles Raiders,U 48,
Sun,"Oct 9, 1994",4:00,@,San Diego Chargers,W 20-6,W -1.5,,Kansas City Chiefs,U 43,
Sun,"Oct 9, 1994",4:00,@,Seattle Seahawks,L 9-16,L -3.5,,Denver Broncos,U 44.5,at Univ of Washington
Sun,"Oct 9, 1994",8:00,@,Philadelphia Eagles,W 21-17,L -13,,Washington Redskins,U 42,
Mon,"Oct 10, 1994",9:00,@,New York Giants,L 10-27,L -2.5,,Minnesota Vikings,U 40,
