Thu,"Nov 22, 2018",12:30,,Chicago Bears,W 23-16,W -3,@,Detroit Lions,U 43,
Thu,"Nov 22, 2018",4:30,@,Dallas Cowboys,W 31-23,W -7,,Washington Redskins,O 40,
Thu,"Nov 22, 2018",8:20,@,New Orleans Saints,W 31-17,W -11.5,,Atlanta Falcons,U 61.5,
Sun,"Nov 25, 2018",1:00,@,Baltimore Ravens,W 34-17,W -13,,Oakland Raiders,O 42,
Sun,"Nov 25, 2018",1:00,,Jacksonville Jaguars,L 21-24,L -3,@,Buffalo Bills,O 36.5,
Sun,"Nov 25, 2018",1:00,@,Carolina Panthers,L 27-30,L -3,,Seattle Seahawks,O 46.5,
Sun,"Nov 25, 2018",1:00,,Cleveland Browns,W 35-20,W -1,@,Cincinnati Bengals,O 46.5,
Sun,"Nov 25, 2018",1:00,,New England Patriots,W 27-13,W -13,@,New York Jets,U 46.5,
Sun,"Nov 25, 2018",1:00,@,Philadelphia Eagles,W 25-22,L -4.5,,New York Giants,U 49,
Sun,"Nov 25, 2018",1:00,@,Tampa Bay Buccaneers,W 27-9,W -1.5,,San Francisco 49ers,U 54.5,
Sun,"Nov 25, 2018",4:05,@,Los Angeles Chargers,W 45-10,W -14,,Arizona Cardinals,O 43,
Sun,"Nov 25, 2018",4:25,,Pittsburgh Steelers,L 17-24,L -3,@,Denver Broncos,U 47.5,
Sun,"Nov 25, 2018",4:25,@,Indianapolis Colts,W 27-24,L -9,,Miami Dolphins,U 52.5,
Sun,"Nov 25, 2018",8:20,@,Minnesota Vikings,W 24-17,W -3.5,,Green Bay Packers,U 48,
Mon,"Nov 26, 2018",8:15,@,Houston Texans,W 34-17,W -3.5,,Tennessee Titans,O 42.5,
