Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 27, 2018",8:20,@,Los Angeles Rams,W 38-31,L -7.5,,Minnesota Vikings,O 48.5,
Sun,"Sep 30, 2018",1:00,@,Atlanta Falcons,L 36-37,L -3.5,,Cincinnati Bengals,O 52.5,
Sun,"Sep 30, 2018",1:00,@,Chicago Bears,W 48-10,W -3,,Tampa Bay Buccaneers,O 46,
Sun,"Sep 30, 2018",1:00,@,Dallas Cowboys,W 26-24,L -2.5,,Detroit Lions,O 43.5,
Sun,"Sep 30, 2018",1:00,@,Green Bay Packers,W 22-0,W -8.5,,Buffalo Bills,U 43.5,
Sun,"Sep 30, 2018",1:00,,Houston Texans,W 37-34 (OT),W -1,@,Indianapolis Colts,O 48,
Sun,"Sep 30, 2018",1:00,@,Jacksonville Jaguars,W 31-12,W -7.5,,New York Jets,O 40.5,
Sun,"Sep 30, 2018",1:00,@,New England Patriots,W 38-7,W -6.5,,Miami Dolphins,U 50.5,
Sun,"Sep 30, 2018",1:00,,Philadelphia Eagles,L 23-26 (OT),L -3,@,Tennessee Titans,O 41.5,
Sun,"Sep 30, 2018",4:05,,Seattle Seahawks,W 20-17,L -3.5,@,Arizona Cardinals,U 40,
Sun,"Sep 30, 2018",4:05,@,Oakland Raiders,W 45-42 (OT),W -2.5,,Cleveland Browns,O 44.5,
Sun,"Sep 30, 2018",4:25,@,Los Angeles Chargers,W 29-27,L -10.5,,San Francisco 49ers,O 46,
Sun,"Sep 30, 2018",4:25,,New Orleans Saints,W 33-18,W -3.5,@,New York Giants,U 51.5,
Sun,"Sep 30, 2018",8:20,@,Pittsburgh Steelers,L 14-26,L -3,,Baltimore Ravens,U 51,
Mon,"Oct 1, 2018",8:15,,Kansas City Chiefs,W 27-23,W -3.5,@,Denver Broncos,U 53.5,
