Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 20, 2018",8:20,@,Cleveland Browns,W 21-17,W -3,,New York Jets,U 41,
Sun,"Sep 23, 2018",1:00,@,Atlanta Falcons,L 37-43 (OT),L -1.5,,New Orleans Saints,O 54,
Sun,"Sep 23, 2018",1:00,@,Baltimore Ravens,W 27-14,W -5.5,,Denver Broncos,U 46,
Sun,"Sep 23, 2018",1:00,@,Carolina Panthers,W 31-21,W -2.5,,Cincinnati Bengals,O 44,
Sun,"Sep 23, 2018",1:00,@,Houston Texans,L 22-27,L -6.5,,New York Giants,O 44,
Sun,"Sep 23, 2018",1:00,@,Jacksonville Jaguars,L 6-9,L -10,,Tennessee Titans,U 39,
Sun,"Sep 23, 2018",1:00,@,Kansas City Chiefs,W 38-27,W -5.5,,San Francisco 49ers,O 53,
Sun,"Sep 23, 2018",1:00,@,Miami Dolphins,W 28-20,W -3,,Oakland Raiders,O 46,
Sun,"Sep 23, 2018",1:00,@,Minnesota Vikings,L 6-27,L -16.5,,Buffalo Bills,U 41,
Sun,"Sep 23, 2018",1:00,@,Philadelphia Eagles,W 20-16,L -6.5,,Indianapolis Colts,U 45.5,
Sun,"Sep 23, 2018",1:00,,Green Bay Packers,L 17-31,L -2.5,@,Washington Redskins,O 45.5,
Sun,"Sep 23, 2018",4:05,@,Los Angeles Rams,W 35-23,W -7.5,,Los Angeles Chargers,O 49,
Sun,"Sep 23, 2018",4:25,,Chicago Bears,W 16-14,L -5.5,@,Arizona Cardinals,U 39,
Sun,"Sep 23, 2018",4:25,@,Seattle Seahawks,W 24-13,W -1,,Dallas Cowboys,U 40,
Sun,"Sep 23, 2018",8:20,,New England Patriots,L 10-26,L -7,@,Detroit Lions,U 55,
Mon,"Sep 24, 2018",8:15,@,Tampa Bay Buccaneers,L 27-30,L -1,,Pittsburgh Steelers,O 55,
