Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Nov 15 2018,8:20,@,Seattle Seahawks,W 27-24,P -3,,Green Bay Packers,O 49,
Sun,Nov 18 2018,1:00,@,Atlanta Falcons,L 19-22,L -3.5,,Dallas Cowboys,U 50,
Sun,Nov 18 2018,1:00,@,Baltimore Ravens,W 24-21,L -6.5,,Cincinnati Bengals,O 44,
Sun,Nov 18 2018,1:00,,Carolina Panthers,L 19-20,L -4,@,Detroit Lions,U 48,
Sun,Nov 18 2018,1:00,@,Indianapolis Colts,W 38-10,W -1,,Tennessee Titans,U 50,
Sun,Nov 18 2018,1:00,,Pittsburgh Steelers,W 20-16,P -4,@,Jacksonville Jaguars,U 47,
Sun,Nov 18 2018,1:00,@,New York Giants,W 38-35,P -3,,Tampa Bay Buccaneers,O 53.5,
Sun,Nov 18 2018,1:00,,Houston Texans,W 23-21,L -3,@,Washington Redskins,O 40.5,
Sun,Nov 18 2018,4:05,@,Arizona Cardinals,L 21-23,L -4.5,,Oakland Raiders,O 41,
Sun,Nov 18 2018,4:05,@,Los Angeles Chargers,L 22-23,L -7.5,,Denver Broncos,U 46.5,
Sun,Nov 18 2018,4:25,@,New Orleans Saints,W 48-7,W -7,,Philadelphia Eagles,U 56.5,
Sun,Nov 18 2018,8:20,@,Chicago Bears,W 25-20,W -2.5,,Minnesota Vikings,O 44,
Mon,Nov 19 2018,8:15,@,Los Angeles Rams,W 54-51,P -3,,Kansas City Chiefs,O 63.5,
