Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
NFC Wild Card,Sun,"Dec 23, 1979",12:30,@,Philadelphia Eagles (4),W 27-17,W -6.5,,Chicago Bears (5),O 35
AFC Wild Card,Sun,"Dec 23, 1979",4:00,@,Houston Oilers (4),W 13-7,L -7,,Denver Broncos (5),U 34.5
NFC Divisional,Sat,"Dec 29, 1979",12:30,,Philadelphia Eagles (4),L 17-24,L -4.5,@,Tampa Bay Buccaneers (2),O 34
AFC Divisional,Sat,"Dec 29, 1979",4:00,@,San Diego Chargers (1),L 14-17,L -8,,Houston Oilers (4),U 37
AFC Divisional,Sun,"Dec 30, 1979",12:30,@,Pittsburgh Steelers (2),W 34-14,W -9.5,,Miami Dolphins (3),O 38.5
NFC Divisional,Sun,"Dec 30, 1979",4:00,@,Dallas Cowboys (1),L 19-21,L -8.5,,Los Angeles Rams (3),O 39
AFC Championship,Sun,"Jan 6, 1980",1:00,@,Pittsburgh Steelers (2),W 27-13,W -9.5,,Houston Oilers (4),O 39.5
NFC Championship,Sun,"Jan 6, 1980",5:00,,Los Angeles Rams (3),W 9-0,W -3.5,@,Tampa Bay Buccaneers (2),U 32.5
Super Bowl XIV,Sun,"Jan 20, 1980",6:00,N,Pittsburgh Steelers (2),W 31-19,W -10,,Los Angeles Rams (3),O 36
