Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Nov 4, 1979",1:00,@,Atlanta Falcons,W 17-14,W -2,,Tampa Bay Buccaneers,U 37,
Sun,"Nov 4, 1979",1:00,,New England Patriots,W 26-6,W -5,@,Buffalo Bills,U 41,
Sun,"Nov 4, 1979",1:00,,Dallas Cowboys,W 16-14,L -8,@,New York Giants,U 38,
Sun,"Nov 4, 1979",1:00,@,Philadelphia Eagles,L 19-24,L -3,,Cleveland Browns,O 41,
Sun,"Nov 4, 1979",1:00,@,Pittsburgh Steelers,W 38-7,W -11,,Washington Redskins,O 37,
Sun,"Nov 4, 1979",2:00,@,Baltimore Colts,W 38-28,W -3,,Cincinnati Bengals,O 42,
Sun,"Nov 4, 1979",2:00,,San Diego Chargers,W 20-14,P -6,@,Kansas City Chiefs,U 37,
Sun,"Nov 4, 1979",2:00,@,St Louis Cardinals,W 37-7,W -5,,Minnesota Vikings,O 39,
Sun,"Nov 4, 1979",4:00,@,Chicago Bears,W 35-7,W -7,,Detroit Lions,O 35,
Sun,"Nov 4, 1979",4:00,@,Denver Broncos,W 10-3,W -6,,New Orleans Saints,U 37,
Sun,"Nov 4, 1979",4:00,,New York Jets,W 27-22,W -4,@,Green Bay Packers,O 39,
Sun,"Nov 4, 1979",4:00,@,Oakland Raiders,W 23-10,W -12,,San Francisco 49ers,U 44,
Sun,"Nov 4, 1979",4:00,@,Seattle Seahawks,L 0-24,L -3,,Los Angeles Rams,U 41,
Mon,"Nov 5, 1979",9:00,@,Miami Dolphins,L 6-9,L -3,,Houston Oilers,U 39,
