Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 18, 1979",1:00,@,Buffalo Bills,W 19-12,P -7,,Green Bay Packers,U 37,
Sun,"Nov 18, 1979",1:00,@,Chicago Bears,W 23-13,W -3,,New York Jets,U 39,
Sun,"Nov 18, 1979",1:00,@,Cleveland Browns,W 30-24 (OT),W PK,,Miami Dolphins,O 40,
Sun,"Nov 18, 1979",1:00,@,New England Patriots,W 50-21,W -10,,Baltimore Colts,O 40,
Sun,"Nov 18, 1979",1:00,@,Philadelphia Eagles,W 16-13,P -3,,St Louis Cardinals,U 39,
Sun,"Nov 18, 1979",1:00,,Dallas Cowboys,L 20-34,L -4,@,Washington Redskins,O 37,
Sun,"Nov 18, 1979",2:00,@,Minnesota Vikings,W 14-7,W -4,,Detroit Lions,U 37,
Sun,"Nov 18, 1979",4:00,@,Houston Oilers,W 42-21,W -8,,Cincinnati Bengals,O 43,
Sun,"Nov 18, 1979",4:00,@,Oakland Raiders,L 21-24,L -12,,Kansas City Chiefs,O 38,
Sun,"Nov 18, 1979",4:00,,Pittsburgh Steelers,L 7-35,L -4,@,San Diego Chargers,O 39,
Sun,"Nov 18, 1979",4:00,,Denver Broncos,W 38-28,W -9,@,San Francisco 49ers,O 39,
Sun,"Nov 18, 1979",4:00,@,Seattle Seahawks,W 38-24,W -3,,New Orleans Saints,O 42,
Sun,"Nov 18, 1979",4:00,@,Tampa Bay Buccaneers,W 31-3,W -3,,New York Giants,P 34,
Mon,"Nov 19, 1979",9:00,@,Los Angeles Rams,W 20-14,L -7,,Atlanta Falcons,U 35,
