Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 23, 1979",1:00,@,Buffalo Bills,W 46-31,W -3,,New York Jets,O 42,
Sun,"Sep 23, 1979",1:00,,Houston Oilers,W 30-27 (OT),P -3,@,Cincinnati Bengals,O 37,
Sun,"Sep 23, 1979",1:00,,Atlanta Falcons,L 23-24,L -6,@,Detroit Lions,O 37,
Sun,"Sep 23, 1979",1:00,@,Minnesota Vikings,W 27-21 (OT),W -1,,Green Bay Packers,O 34,
Sun,"Sep 23, 1979",1:00,@,New England Patriots,W 27-21,W -3,,San Diego Chargers,O 44,
Sun,"Sep 23, 1979",1:00,@,Pittsburgh Steelers,W 17-13,L -14,,Baltimore Colts,U 38,
Sun,"Sep 23, 1979",2:00,,Oakland Raiders,L 7-35,L -3,@,Kansas City Chiefs,O 41,
Sun,"Sep 23, 1979",2:00,@,St Louis Cardinals,L 7-17,L -3,,Washington Commanders,U 39,
Sun,"Sep 23, 1979",4:00,@,Denver Broncos,W 37-34,L -6,,Seattle Seahawks,O 37,
Sun,"Sep 23, 1979",4:00,@,Miami Dolphins,W 31-16,W -6,,Chicago Bears,O 37,
Sun,"Sep 23, 1979",4:00,,Philadelphia Eagles,W 17-13,L -5,@,New York Giants,U 37,
Sun,"Sep 23, 1979",4:00,@,San Francisco 49ers,L 21-30,L PK,,New Orleans Saints,O 42,
Sun,"Sep 23, 1979",4:00,,Los Angeles Rams,L 6-21,L -3,@,Tampa Bay Buccaneers,U 35,
Mon,"Sep 24, 1979",9:00,,Dallas Cowboys,L 7-26,L -3,@,Cleveland Browns,U 40,
