Thu,"Sep 6, 1979",8:30,@,Denver Broncos,L 9-13,L -2,,Los Angeles Rams,U 31.5,
Sun,"Sep 9, 1979",1:00,,Cincinnati Bengals,L 24-51,L -3,@,Buffalo Bills,O 34,
Sun,"Sep 9, 1979",1:00,@,Chicago Bears,W 26-7,W -6,,Minnesota Vikings,O 31.5,
Sun,"Sep 9, 1979",1:00,@,Green Bay Packers,W 28-19,W -3,,New Orleans Saints,O 35,at Milwaukee
Sun,"Sep 9, 1979",1:00,,St Louis Cardinals,W 27-14,W -3,@,New York Giants,O 36,
Sun,"Sep 9, 1979",1:00,@,Pittsburgh Steelers,W 38-7,W -6,,Houston Oilers,O 37,
Sun,"Sep 9, 1979",2:00,@,Baltimore Colts,L 26-29 (OT),L PK,,Tampa Bay Buccaneers,O 33,
Sun,"Sep 9, 1979",2:00,@,Detroit Lions,L 24-27,L PK,,Washington Redskins,O 35.5,
Sun,"Sep 9, 1979",4:00,@,Kansas City Chiefs,L 24-27,L PK,,Cleveland Browns,O 36,
Sun,"Sep 9, 1979",4:00,@,Miami Dolphins,W 19-10,W -7,,Seattle Seahawks,U 40.5,
Sun,"Sep 9, 1979",4:00,@,New England Patriots,W 56-3,W -8,,New York Jets,O 42,
Sun,"Sep 9, 1979",4:00,@,San Diego Chargers,W 30-10,W -3,,Oakland Raiders,U 42,
Sun,"Sep 9, 1979",4:00,,Dallas Cowboys,W 21-13,L -13,@,San Francisco 49ers,U 39,
Mon,"Sep 10, 1979",9:00,@,Philadelphia Eagles,L 10-14,L -4,,Atlanta Falcons,U 35.5,
