Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 21, 1979",1:00,@,Buffalo Bills,L 13-14,L -6,,Baltimore Colts,U 39,
Sun,"Oct 21, 1979",1:00,@,Cleveland Browns,W 28-27,L -3,,Cincinnati Bengals,O 39,
Sun,"Oct 21, 1979",1:00,@,New England Patriots,W 28-13,W -5,,Miami Dolphins,O 38,
Sun,"Oct 21, 1979",1:00,,Oakland Raiders,L 19-28,L -3,@,New York Jets,O 42,
Sun,"Oct 21, 1979",1:00,@,Tampa Bay Buccaneers,W 21-3,W -5,,Green Bay Packers,U 37,
Sun,"Oct 21, 1979",1:00,,Philadelphia Eagles,L 7-17,L -2,@,Washington Redskins,U 38,
Sun,"Oct 21, 1979",2:00,@,Dallas Cowboys,W 22-13,L -10,,St Louis Cardinals,U 39,
Sun,"Oct 21, 1979",2:00,@,Minnesota Vikings,W 30-27,W -2,,Chicago Bears,O 36,
Sun,"Oct 21, 1979",2:00,@,New Orleans Saints,W 17-7,W -7,,Detroit Lions,U 42,
Sun,"Oct 21, 1979",4:00,@,Kansas City Chiefs,L 17-21,L -6,,New York Giants,O 36,
Sun,"Oct 21, 1979",4:00,,San Diego Chargers,W 40-16,W -1,@,Los Angeles Rams,O 37,
Sun,"Oct 21, 1979",4:00,,Atlanta Falcons,L 15-20,L -4,@,San Francisco 49ers,U 42,
Sun,"Oct 21, 1979",4:00,,Houston Oilers,L 14-34,L -2,@,Seattle Seahawks,O 42,
Mon,"Oct 22, 1979",9:00,@,Pittsburgh Steelers,W 42-7,W -7,,Denver Broncos,O 37,
