Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 5 2000,1:01,@,Detroit Lions,L 8-23,L -2.5,,Miami Dolphins,U 39,
Sun,Nov 5 2000,1:02,,Tampa Bay Buccaneers,W 27-14,W -7,@,Atlanta Falcons,O 40,
Sun,Nov 5 2000,1:02,,Indianapolis Colts,L 24-27,L -7,@,Chicago Bears,O 45,
Sun,Nov 5 2000,1:02,@,New England Patriots,L 13-16 (OT),L -2,,Buffalo Bills,U 39,
Sun,Nov 5 2000,1:02,@,New Orleans Saints,W 31-15,W -5.5,,San Francisco 49ers,U 48,
Sun,Nov 5 2000,1:03,,Baltimore Ravens,W 27-7,W -6,@,Cincinnati Bengals,O 32.5,
Sun,Nov 5 2000,1:03,,New York Giants,W 24-3,W -10,@,Cleveland Browns,U 33.5,
Sun,Nov 5 2000,1:03,@,Philadelphia Eagles,W 16-13 (OT),P -3,,Dallas Cowboys,U 40,
Sun,Nov 5 2000,1:03,@,Tennessee Titans,W 9-7,L -8,,Pittsburgh Steelers,U 36.5,
Sun,Nov 5 2000,1:15,@,Oakland Raiders,W 49-31,W -3.5,,Kansas City Chiefs,O 44,
Sun,Nov 5 2000,4:05,,Washington Redskins,L 15-16,L -10,@,Arizona Cardinals,U 40,
Sun,Nov 5 2000,4:15,@,New York Jets,L 23-30,L -3,,Denver Broncos,O 45.5,
Sun,Nov 5 2000,4:15,@,Seattle Seahawks,W 17-15,L -4.5,,San Diego Chargers,U 39.5,
Sun,Nov 5 2000,8:35,@,St Louis Rams,L 24-27,L -13.5,,Carolina Panthers,U 59.5,
Mon,Nov 6 2000,9:09,,Minnesota Vikings,L 20-26 (OT),L -3.5,@,Green Bay Packers,U 47.5,
