Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 23, 2000",12:36,@,Detroit Lions,W 34-9,W -6.5,,New England Patriots,O 38,
Thu,"Nov 23, 2000",4:08,,Minnesota Vikings,W 27-15,W -7,@,Dallas Cowboys,U 48,
Sun,"Nov 26, 2000",1:00,@,Tampa Bay Buccaneers,W 31-17,W -4,,Buffalo Bills,O 37,
Sun,"Nov 26, 2000",1:01,@,Baltimore Ravens,W 44-7,W -15,,Cleveland Browns,O 34,
Sun,"Nov 26, 2000",1:01,@,Washington Commanders,L 20-23,L -7,,Philadelphia Eagles,O 37,
Sun,"Nov 26, 2000",1:02,,Pittsburgh Steelers,W 48-28,W -4,@,Cincinnati Bengals,O 34,
Sun,"Nov 26, 2000",1:02,@,New York Jets,W 17-10,P -7,,Chicago Bears,U 39.5,
Sun,"Nov 26, 2000",1:02,@,St Louis Rams,L 24-31,L -13.5,,New Orleans Saints,O 53.5,
Sun,"Nov 26, 2000",4:05,@,Oakland Raiders,W 41-14,W -11,,Atlanta Falcons,O 44,
Sun,"Nov 26, 2000",4:15,@,Indianapolis Colts,L 14-17,L -5.5,,Miami Dolphins,U 44.5,
Sun,"Nov 26, 2000",4:15,,Tennessee Titans,L 13-16,L -3,@,Jacksonville Jaguars,U 41.5,
Sun,"Nov 26, 2000",4:15,,Kansas City Chiefs,L 16-17,L -3,@,San Diego Chargers,U 41,
Sun,"Nov 26, 2000",4:16,,Denver Broncos,W 38-31,W -3,@,Seattle Seahawks,O 45.5,
Sun,"Nov 26, 2000",8:35,,New York Giants,W 31-7,W -6,@,Arizona Cardinals,U 39,
Mon,"Nov 27, 2000",9:12,@,Carolina Panthers,W 31-14,W PK,,Green Bay Packers,O 44,
