Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Sep 10, 2000",12:00,@,Minnesota Vikings,W 13-7,W -3,,Miami Dolphins,U 42.5,
Sun,"Sep 10, 2000",1:00,@,Cincinnati Bengals,L 7-24,L -6,,Cleveland Browns,U 40.5,
Sun,"Sep 10, 2000",1:00,@,Indianapolis Colts,L 31-38,L -6.5,,Oakland Raiders,O 44,
Sun,"Sep 10, 2000",1:01,@,Buffalo Bills,W 27-18,W -6,,Green Bay Packers,O 38.5,
Sun,"Sep 10, 2000",1:01,@,Tampa Bay Buccaneers,W 41-0,W -7,,Chicago Bears,O 36.5,
Sun,"Sep 10, 2000",1:02,@,Baltimore Ravens,W 39-36,P -3,,Jacksonville Jaguars,O 36.5,
Sun,"Sep 10, 2000",1:02,@,Philadelphia Eagles,L 18-33,L -3,,New York Giants,O 39.5,
Sun,"Sep 10, 2000",1:03,@,Tennessee Titans,W 17-14 (OT),L -8.5,,Kansas City Chiefs,U 38.5,
Sun,"Sep 10, 2000",4:15,@,San Diego Chargers,L 27-28,L -5.5,,New Orleans Saints,O 35.5,
Sun,"Sep 10, 2000",4:15,,Carolina Panthers,W 38-22,W -3,@,San Francisco 49ers,O 48,
Sun,"Sep 10, 2000",4:15,,St Louis Rams,W 37-34,L -7.5,@,Seattle Seahawks,O 46,
Sun,"Sep 10, 2000",4:16,@,Denver Broncos,W 42-14,W -4.5,,Atlanta Falcons,O 47,
Sun,"Sep 10, 2000",4:16,,Washington Redskins,L 10-15,L -5.5,@,Detroit Lions,U 43,
Sun,"Sep 10, 2000",8:35,@,Arizona Cardinals,W 32-31,L -3,,Dallas Cowboys,O 38.5,
Mon,"Sep 11, 2000",9:09,@,New York Jets,W 20-19,L -6.5,,New England Patriots,U 39.5,
