Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 24, 2000",1:01,,Tennessee Titans,W 23-20,L -7,@,Pittsburgh Steelers,O 36,
Sun,"Sep 24, 2000",1:02,,St Louis Rams,W 41-20,W -6.5,@,Atlanta Falcons,O 55,
Sun,"Sep 24, 2000",1:02,@,Baltimore Ravens,W 37-0,W -11.5,,Cincinnati Bengals,U 38,
Sun,"Sep 24, 2000",1:02,@,Chicago Bears,L 14-21,L -1,,Detroit Lions,U 37.5,
Sun,"Sep 24, 2000",1:02,@,New Orleans Saints,L 7-21,L -1.5,,Philadelphia Eagles,U 38,
Sun,"Sep 24, 2000",1:03,@,Miami Dolphins,W 10-3,W -4.5,,New England Patriots,U 34.5,
Sun,"Sep 24, 2000",1:05,@,Dallas Cowboys,L 24-41,L -6.5,,San Francisco 49ers,O 47,
Sun,"Sep 24, 2000",4:06,@,Arizona Cardinals,L 3-29,L -1,,Green Bay Packers,U 42,
Sun,"Sep 24, 2000",4:15,,Seattle Seahawks,W 20-12,W -2.5,@,San Diego Chargers,U 36,
Sun,"Sep 24, 2000",4:15,@,Tampa Bay Buccaneers,L 17-21,L -7,,New York Jets,O 36,
Sun,"Sep 24, 2000",4:16,@,Denver Broncos,L 22-23,L -7,,Kansas City Chiefs,O 43,
Sun,"Sep 24, 2000",4:17,@,Oakland Raiders,W 36-10,W -10.5,,Cleveland Browns,O 40.5,
Sun,"Sep 24, 2000",8:37,@,New York Giants,L 6-16,L -1,,Washington Commanders,U 42,
Mon,"Sep 25, 2000",9:00,@,Indianapolis Colts,W 43-14,W -3.5,,Jacksonville Jaguars,O 45,
