Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 30, 1983",1:00,@,Atlanta Falcons,W 24-13,W -3,,New England Patriots,U 44.5,
Sun,"Oct 30, 1983",1:00,@,Buffalo Bills,W 27-21,W -2,,New Orleans Saints,O 43,
Sun,"Oct 30, 1983",1:00,@,Chicago Bears,L 17-38,L -2.5,,Detroit Lions,O 41.5,
Sun,"Oct 30, 1983",1:00,@,Cleveland Browns,W 25-19 (OT),L -9,,Houston Oilers,O 41,
Sun,"Oct 30, 1983",1:00,,Dallas Cowboys,W 38-20,W -7,@,New York Giants,O 43.5,
Sun,"Oct 30, 1983",1:00,@,Philadelphia Eagles,L 21-22,L -5.5,,Baltimore Colts,O 38,
Sun,"Oct 30, 1983",1:00,@,Pittsburgh Steelers,W 17-12,L -10.5,,Tampa Bay Buccaneers,U 43.5,
Sun,"Oct 30, 1983",1:00,,Minnesota Vikings,L 31-41,L -3.5,@,St Louis Cardinals,O 46.5,
Sun,"Oct 30, 1983",4:00,@,Cincinnati Bengals,W 34-14,W -1.5,,Green Bay Packers,U 51,
Sun,"Oct 30, 1983",4:00,@,Denver Broncos,W 27-24,W -2.5,,Kansas City Chiefs,O 35,
Sun,"Oct 30, 1983",4:00,@,Los Angeles Raiders,L 21-34,L -7,,Seattle Seahawks,O 45.5,
Sun,"Oct 30, 1983",4:00,@,Miami Dolphins,W 30-14,W -3,,Los Angeles Rams,U 45,
Sun,"Oct 30, 1983",4:00,@,San Francisco 49ers,L 13-27,L -6,,New York Jets,U 47.5,
Mon,"Oct 31, 1983",9:00,,Washington Redskins,W 27-24,L -4.5,@,San Diego Chargers,U 52.5,
