Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
AFC Wild Card,Sat,"Dec 24, 1983",4:00,@,Seattle Seahawks (4),W 31-7,W -3.5,,Denver Broncos (5),U 41
NFC Wild Card,Mon,"Dec 26, 1983",2:30,@,Dallas Cowboys (4),L 17-24,L -8,,Los Angeles Rams (5),U 45.5
AFC Divisional,Sat,"Dec 31, 1983",12:30,@,Miami Dolphins (2),L 20-27,L -8,,Seattle Seahawks (4),O 44
NFC Divisional,Sat,"Dec 31, 1983",4:00,@,San Francisco 49ers (2),W 24-23,L -7.5,,Detroit Lions (3),O 44.5
NFC Divisional,Sun,"Jan 1, 1984",12:30,@,Washington Commanders (1),W 51-7,W -9.5,,Los Angeles Rams (5),O 48.5
AFC Divisional,Sun,"Jan 1, 1984",4:00,@,Los Angeles Raiders (1),W 38-10,W -7,,Pittsburgh Steelers (3),O 43
NFC Championship,Sun,"Jan 8, 1984",12:30,@,Washington Commanders (1),W 24-21,L -10,,San Francisco 49ers (2),U 51
AFC Championship,Sun,"Jan 8, 1984",4:00,@,Los Angeles Raiders (1),W 30-14,W -7,,Seattle Seahawks (4),U 50
Super Bowl XVIII,Sun,"Jan 22, 1984",4:50,N,Washington Commanders (1),L 9-38,L -3,,Los Angeles Raiders (1),U 48
