Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 24, 1983",12:30,,Pittsburgh Steelers,L 3-45,L -2.5,@,Detroit Lions,O 40.5,
Thu,"Nov 24, 1983",4:00,@,Dallas Cowboys,W 35-17,W -10,,St Louis Cardinals,U 54.5,
Sun,"Nov 27, 1983",1:00,,San Francisco 49ers,L 3-13,L -4,@,Chicago Bears,U 41.5,
Sun,"Nov 27, 1983",1:00,@,Cleveland Browns,W 41-23,W -6,,Baltimore Colts,O 36,
Sun,"Nov 27, 1983",1:00,@,New Orleans Saints,W 17-16,L -2.5,,Minnesota Vikings,U 42,
Sun,"Nov 27, 1983",1:00,@,New York Jets,W 26-3,W -5,,New England Patriots,U 39.5,
Sun,"Nov 27, 1983",1:00,@,Tampa Bay Buccaneers,W 33-24,W -2,,Houston Oilers,O 37,
Sun,"Nov 27, 1983",1:00,@,Washington Redskins,W 28-24,L -15,,Philadelphia Eagles,O 46,
Sun,"Nov 27, 1983",4:00,@,Atlanta Falcons,W 47-41 (OT),W -2.5,,Green Bay Packers,O 45.5,
Sun,"Nov 27, 1983",4:00,@,Los Angeles Raiders,W 27-12,W -10,,New York Giants,U 41,
Sun,"Nov 27, 1983",4:00,@,Los Angeles Rams,W 41-17,W -3.5,,Buffalo Bills,O 44,
Sun,"Nov 27, 1983",4:00,@,San Diego Chargers,W 31-7,W -2.5,,Denver Broncos,U 46.5,
Sun,"Nov 27, 1983",4:00,@,Seattle Seahawks,W 51-48 (OT),L -3.5,,Kansas City Chiefs,O 46.5,
Mon,"Nov 28, 1983",9:00,@,Miami Dolphins,W 38-14,W -5.5,,Cincinnati Bengals,O 43,
