Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 2 1983,1:00,@,Atlanta Falcons,L 24-28,L -3.5,,Philadelphia Eagles,O 37.5,
Sun,Oct 2 1983,1:00,@,Chicago Bears,W 31-14,W -1.5,,Denver Broncos,O 34.5,
Sun,Oct 2 1983,1:00,@,Cincinnati Bengals,L 31-34,L -6,,Baltimore Colts,O 40,
Sun,Oct 2 1983,1:00,@,Cleveland Browns,L 9-24,L -3.5,,Seattle Seahawks,U 44,
Sun,Oct 2 1983,1:00,@,Green Bay Packers,W 55-14,W -6.5,,Tampa Bay Buccaneers,O 42,
Sun,Oct 2 1983,1:00,,Dallas Cowboys,W 37-24,W -3.5,@,Minnesota Vikings,O 44.5,
Sun,Oct 2 1983,1:00,,San Francisco 49ers,W 33-13,W -3,@,New England Patriots,U 49.5,
Sun,Oct 2 1983,1:00,@,Pittsburgh Steelers,W 17-10,L -11,,Houston Oilers,U 45,
Sun,Oct 2 1983,1:00,@,Washington Redskins,W 37-35,P -2,,Los Angeles Raiders,O 38.5,
Sun,Oct 2 1983,4:00,@,Kansas City Chiefs,W 38-14,W -2.5,,St Louis Cardinals,O 37,
Sun,Oct 2 1983,4:00,@,Los Angeles Rams,W 21-10,W -4.5,,Detroit Lions,U 43.5,
Sun,Oct 2 1983,4:00,,Miami Dolphins,L 7-17,L -3,@,New Orleans Saints,U 38.5,
Sun,Oct 2 1983,4:00,@,New York Giants,L 34-41,L -1,,San Diego Chargers,O 42.5,
Mon,Oct 3 1983,9:00,,New York Jets,W 34-10,W -2,@,Buffalo Bills,P 44,
