Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 15, 1983",8:30,@,Cleveland Browns,W 17-7,W -3,,Cincinnati Bengals,U 40.5,
Sun,"Sep 18, 1983",1:00,@,Buffalo Bills,W 28-23,P -5,,Baltimore Colts,O 33,
Sun,"Sep 18, 1983",1:00,@,Detroit Lions,L 14-30,L -3,,Atlanta Falcons,O 38.5,
Sun,"Sep 18, 1983",1:00,@,Green Bay Packers,W 27-24,P -3,,Los Angeles Rams,O 49.5,at Milwaukee
Sun,"Sep 18, 1983",1:00,,Pittsburgh Steelers,W 40-28,W -5.5,@,Houston Oilers,O 40,
Sun,"Sep 18, 1983",1:00,,New York Jets,L 13-23,L -6,@,New England Patriots,U 44.5,
Sun,"Sep 18, 1983",1:00,@,New Orleans Saints,W 34-31 (OT),P -3,,Chicago Bears,O 36.5,
Sun,"Sep 18, 1983",1:00,,San Francisco 49ers,W 42-27,W -3.5,@,St Louis Cardinals,O 45.5,
Sun,"Sep 18, 1983",1:00,@,Washington Commanders,W 27-12,W -7,,Kansas City Chiefs,O 38,
Sun,"Sep 18, 1983",4:00,@,Dallas Cowboys,W 28-13,W -8,,New York Giants,O 37.5,
Sun,"Sep 18, 1983",4:00,@,Denver Broncos,L 10-13,L -2.5,,Philadelphia Eagles,U 34.5,
Sun,"Sep 18, 1983",4:00,,San Diego Chargers,L 31-34,L -3.5,@,Seattle Seahawks,O 43.5,
Sun,"Sep 18, 1983",4:00,,Minnesota Vikings,W 19-16 (OT),W -1,@,Tampa Bay Buccaneers,P 35,
Mon,"Sep 19, 1983",9:00,@,Los Angeles Raiders,W 27-14,W -1.5,,Miami Dolphins,O 39.5,
