Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sat,Dec 10 1983,12:30,@,New York Jets,L 7-34,L -2,,Pittsburgh Steelers,O 37,
Sat,Dec 10 1983,4:00,@,Miami Dolphins,W 31-24,L -8.5,,Atlanta Falcons,O 43.5,
Sun,Dec 11 1983,1:00,,San Francisco 49ers,W 23-10,W -1.5,@,Buffalo Bills,U 39,
Sun,Dec 11 1983,1:00,@,Cincinnati Bengals,W 17-9,W -3,,Detroit Lions,U 42,
Sun,Dec 11 1983,1:00,,Cleveland Browns,L 27-34,L -6.5,@,Houston Oilers,O 45,
Sun,Dec 11 1983,1:00,@,Minnesota Vikings,L 13-19,L -3,,Chicago Bears,U 39.5,
Sun,Dec 11 1983,1:00,,Seattle Seahawks,W 17-12,W -3,@,New York Giants,U 40,
Sun,Dec 11 1983,1:00,@,Philadelphia Eagles,L 17-20 (OT),L -1,,New Orleans Saints,O 35.5,
Sun,Dec 11 1983,4:00,@,Dallas Cowboys,L 10-31,L -3,,Washington Redskins,U 53.5,
Sun,Dec 11 1983,4:00,@,Denver Broncos,W 21-19,L -8.5,,Baltimore Colts,O 36.5,
Sun,Dec 11 1983,4:00,@,Los Angeles Raiders,L 24-34,L -9,,St Louis Cardinals,O 47.5,
Sun,Dec 11 1983,4:00,@,Los Angeles Rams,L 7-21,L -6.5,,New England Patriots,U 41,
Sun,Dec 11 1983,4:00,@,San Diego Chargers,W 41-38,L -4,,Kansas City Chiefs,O 53.5,
Mon,Dec 12 1983,9:00,,Green Bay Packers,W 12-9 (OT),L -4,@,Tampa Bay Buccaneers,U 47,
