Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Sep 12, 1999",1:00,@,Washington Redskins,L 35-41 (OT),L -2.5,,Dallas Cowboys,O 42,
Sun,"Sep 12, 1999",1:02,,Kansas City Chiefs,L 17-20,L -3,@,Chicago Bears,U 38,
Sun,"Sep 12, 1999",1:02,@,Green Bay Packers,W 28-24,L -9,,Oakland Raiders,O 43,
Sun,"Sep 12, 1999",1:02,,Buffalo Bills,L 14-31,L -3,@,Indianapolis Colts,U 45.5,
Sun,"Sep 12, 1999",1:02,@,New Orleans Saints,W 19-10,W -3.5,,Carolina Panthers,U 38,
Sun,"Sep 12, 1999",1:02,@,New York Jets,L 28-30,L -7,,New England Patriots,O 44.5,
Sun,"Sep 12, 1999",1:02,@,St Louis Rams,W 27-10,W PK,,Baltimore Ravens,U 39,
Sun,"Sep 12, 1999",1:03,@,Tennessee Titans,W 36-35,L -9,,Cincinnati Bengals,O 42,
Sun,"Sep 12, 1999",1:04,,Arizona Cardinals,W 25-24,L -3,@,Philadelphia Eagles,O 37,
Sun,"Sep 12, 1999",4:15,,Minnesota Vikings,W 17-14,L -4,@,Atlanta Falcons,U 49,
Sun,"Sep 12, 1999",4:15,@,Seattle Seahawks,L 20-28,L -9.5,,Detroit Lions,O 42,
Sun,"Sep 12, 1999",4:15,@,Tampa Bay Buccaneers,L 13-17,L -5.5,,New York Giants,U 37.5,
Sun,"Sep 12, 1999",4:16,@,Jacksonville Jaguars,W 41-3,W -5.5,,San Francisco 49ers,U 49,
Sun,"Sep 12, 1999",8:26,,Pittsburgh Steelers,W 43-0,W -6,@,Cleveland Browns,O 37,
Mon,"Sep 13, 1999",9:07,@,Denver Broncos,L 21-38,L -6,,Miami Dolphins,O 43,
