Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 14, 1999",12:00,@,St Louis Rams,W 35-10,W -10,,Carolina Panthers,U 48,
Sun,"Nov 14, 1999",12:03,,Minnesota Vikings,W 27-24 (OT),L -6.5,@,Chicago Bears,O 43,
Sun,"Nov 14, 1999",1:01,@,Buffalo Bills,W 23-3,W -3,,Miami Dolphins,U 37,
Sun,"Nov 14, 1999",1:01,@,Pittsburgh Steelers,L 15-16,L -14.5,,Cleveland Browns,U 34.5,
Sun,"Nov 14, 1999",1:01,@,Tampa Bay Buccaneers,W 17-10,W -3,,Kansas City Chiefs,U 34.5,
Sun,"Nov 14, 1999",1:02,,Tennessee Titans,W 24-14,P -10,@,Cincinnati Bengals,U 41,
Sun,"Nov 14, 1999",1:02,,San Francisco 49ers,L 6-24,L -1,@,New Orleans Saints,U 38.5,
Sun,"Nov 14, 1999",1:02,,Washington Commanders,L 28-35,L -6,@,Philadelphia Eagles,O 42,
Sun,"Nov 14, 1999",1:04,,Indianapolis Colts,W 27-19,W -3,@,New York Giants,O 41.5,
Sun,"Nov 14, 1999",1:06,@,Oakland Raiders,W 28-9,W -7,,San Diego Chargers,O 36,
Sun,"Nov 14, 1999",4:05,@,Jacksonville Jaguars,W 6-3,L -13,,Baltimore Ravens,U 37,
Sun,"Nov 14, 1999",4:15,,Detroit Lions,L 19-23,L -5.5,@,Arizona Cardinals,O 35.5,
Sun,"Nov 14, 1999",4:15,,Green Bay Packers,L 13-27,L -3,@,Dallas Cowboys,O 38,
Sun,"Nov 14, 1999",8:21,@,Seattle Seahawks,W 20-17,L -5.5,,Denver Broncos,U 41,
Mon,"Nov 15, 1999",9:08,@,New England Patriots,L 17-24,L -6,,New York Jets,O 37,
