Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 21, 1999",1:01,@,Kansas City Chiefs,L 19-31,L -3,,Seattle Seahawks,O 37.5,
Sun,"Nov 21, 1999",1:01,@,Miami Dolphins,W 27-17,W -3.5,,New England Patriots,O 37.5,
Sun,"Nov 21, 1999",1:01,,Buffalo Bills,L 7-17,L -2.5,@,New York Jets,U 36,
Sun,"Nov 21, 1999",1:01,@,Tampa Bay Buccaneers,W 19-10,W -7,,Atlanta Falcons,U 34.5,
Sun,"Nov 21, 1999",1:02,,Carolina Panthers,W 31-17,W -5.5,@,Cleveland Browns,O 35.5,
Sun,"Nov 21, 1999",1:02,@,Green Bay Packers,W 26-17,W -4,,Detroit Lions,O 39,
Sun,"Nov 21, 1999",1:02,,Indianapolis Colts,W 44-17,W -7,@,Philadelphia Eagles,O 41,
Sun,"Nov 21, 1999",1:03,@,Tennessee Titans,W 16-10,W -5.5,,Pittsburgh Steelers,U 36.5,
Sun,"Nov 21, 1999",4:15,@,San Diego Chargers,L 20-23 (OT),L PK,,Chicago Bears,O 36,
Sun,"Nov 21, 1999",4:15,,St Louis Rams,W 23-7,W -7.5,@,San Francisco 49ers,U 47.5,
Sun,"Nov 21, 1999",4:15,@,Washington Redskins,W 23-13,W -5.5,,New York Giants,U 44.5,
Sun,"Nov 21, 1999",4:16,,Dallas Cowboys,L 9-13,L -1.5,@,Arizona Cardinals,U 35,
Sun,"Nov 21, 1999",5:05,,Baltimore Ravens,W 34-31,L -5,@,Cincinnati Bengals,O 34.5,
Sun,"Nov 21, 1999",8:20,@,Jacksonville Jaguars,W 41-23,W -12.5,,New Orleans Saints,O 35,
Mon,"Nov 22, 1999",11:07,@,Denver Broncos,W 27-21 (OT),W -1.5,,Oakland Raiders,O 37,
