Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Oct 19 1995,8:00,@,Pittsburgh Steelers,L 9-27,L -8,,Cincinnati Bengals,U 40,
Sun,Oct 22 1995,1:00,,New Orleans Saints,L 3-20,L -3.5,@,Carolina Panthers,U 40.5,
Sun,Oct 22 1995,1:00,@,Chicago Bears,W 35-32,L -7,,Houston Oilers,O 40,
Sun,Oct 22 1995,1:00,@,Cleveland Browns,L 15-23,L -13.5,,Jacksonville Jaguars,O 37,
Sun,Oct 22 1995,1:00,@,Green Bay Packers,W 38-21,W -4,,Minnesota Vikings,O 40,
Sun,Oct 22 1995,1:00,,Miami Dolphins,L 16-17,L -9,@,New York Jets,U 42,
Sun,Oct 22 1995,1:00,@,Tampa Bay Buccaneers,L 21-24,L -3,,Atlanta Falcons,O 40,
Sun,Oct 22 1995,1:00,,Detroit Lions,L 30-36 (OT),L -1,@,Washington Redskins,O 43,
Sun,Oct 22 1995,4:00,@,Denver Broncos,L 7-21,L -3,,Kansas City Chiefs,U 40,
Sun,Oct 22 1995,4:00,@,Oakland Raiders,W 30-17,W -4,,Indianapolis Colts,O 40,
Sun,Oct 22 1995,4:00,,San Diego Chargers,W 35-25,W -3,@,Seattle Seahawks,O 39,
Sun,Oct 22 1995,4:00,,San Francisco 49ers,W 44-10,W -3.5,@,St Louis Rams,O 40,
Mon,Oct 23 1995,9:00,@,New England Patriots,W 27-14,W PK,,Buffalo Bills,O 40,
