Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 17, 1995",1:00,@,Buffalo Bills,W 20-14,W -4,,Indianapolis Colts,U 40,
Sun,"Sep 17, 1995",1:00,,St Louis Rams,W 31-10,W -3,@,Carolina Panthers,O 36.5,
Sun,"Sep 17, 1995",1:00,@,Detroit Lions,L 17-20,L -6.5,,Arizona Cardinals,P 37,
Sun,"Sep 17, 1995",1:00,@,Green Bay Packers,W 14-6,W -5.5,,New York Giants,U 37.5,
Sun,"Sep 17, 1995",1:00,,Cleveland Browns,W 14-7,L -8,@,Houston Oilers,U 33.5,
Sun,"Sep 17, 1995",1:00,@,Kansas City Chiefs,W 23-17 (OT),W -2,,Oakland Raiders,O 39,
Sun,"Sep 17, 1995",1:00,@,New Orleans Saints,L 24-27 (OT),L -3,,Atlanta Falcons,O 46.5,
Sun,"Sep 17, 1995",1:00,@,Philadelphia Eagles,L 21-27,L -2,,San Diego Chargers,O 37.5,
Sun,"Sep 17, 1995",4:00,@,Denver Broncos,W 38-31,L -9,,Washington Commanders,O 42.5,
Sun,"Sep 17, 1995",4:00,@,New York Jets,W 27-10,W -7,,Jacksonville Jaguars,O 36,
Sun,"Sep 17, 1995",4:00,@,San Francisco 49ers,W 28-3,W -11.5,,New England Patriots,U 48,
Sun,"Sep 17, 1995",4:00,@,Seattle Seahawks,W 24-21,L -4,,Cincinnati Bengals,O 37.5,
Sun,"Sep 17, 1995",4:00,,Chicago Bears,W 25-6,W -2,@,Tampa Bay Buccaneers,U 37.5,
Sun,"Sep 17, 1995",8:00,,Dallas Cowboys,W 23-17 (OT),L -8,@,Minnesota Vikings,U 42,
Mon,"Sep 18, 1995",9:00,@,Miami Dolphins,W 23-10,W -7,,Pittsburgh Steelers,U 40,
