Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 30, 1995",8:00,@,Arizona Cardinals,L 6-10,L -1.5,,New York Giants,U 41,
Sun,"Dec 3, 1995",1:00,,Indianapolis Colts,L 10-13,L -4.5,@,Carolina Panthers,U 38.5,
Sun,"Dec 3, 1995",1:00,@,Green Bay Packers,W 24-10,W -10.5,,Cincinnati Bengals,U 45.5,
Sun,"Dec 3, 1995",1:00,@,Miami Dolphins,W 21-20,L -4.5,,Atlanta Falcons,U 48,
Sun,"Dec 3, 1995",1:00,@,Minnesota Vikings,W 31-17,W -8,,Tampa Bay Buccaneers,O 43.5,
Sun,"Dec 3, 1995",1:00,@,New England Patriots,L 17-31,L -4.5,,New Orleans Saints,O 41.5,
Sun,"Dec 3, 1995",1:00,,St Louis Rams,W 23-20,W -1.5,@,New York Jets,O 38,
Sun,"Dec 3, 1995",1:00,@,Pittsburgh Steelers,W 21-7,W -8,,Houston Oilers,U 42,
Sun,"Dec 3, 1995",4:00,@,Dallas Cowboys,L 17-24,L -17,,Washington Redskins,U 46,
Sun,"Dec 3, 1995",4:00,@,Denver Broncos,W 31-23,L -11,,Jacksonville Jaguars,O 42.5,
Sun,"Dec 3, 1995",4:00,@,Oakland Raiders,L 23-29,L -1,,Kansas City Chiefs,O 40,
Sun,"Dec 3, 1995",4:00,@,San Diego Chargers,W 31-13,W -6.5,,Cleveland Browns,O 40,
Sun,"Dec 3, 1995",4:00,,Philadelphia Eagles,L 14-26,L -3,@,Seattle Seahawks,U 40.5,
Sun,"Dec 3, 1995",8:00,@,San Francisco 49ers,W 27-17,L -13.5,,Buffalo Bills,U 46,
Mon,"Dec 4, 1995",9:00,@,Detroit Lions,W 27-7,W -3,,Chicago Bears,U 48.5,
