Sat,"Dec 9, 1995",12:30,@,Minnesota Vikings,W 27-11,W -9.5,,Cleveland Browns,U 44,
Sat,"Dec 9, 1995",4:00,@,San Diego Chargers,W 28-25,L -8.5,,Arizona Cardinals,O 39,
Sun,"Dec 10, 1995",1:00,@,Atlanta Falcons,W 19-14,P -5,,New Orleans Saints,U 47,
Sun,"Dec 10, 1995",1:00,,San Francisco 49ers,W 31-10,W -14.5,@,Carolina Panthers,U 43.5,
Sun,"Dec 10, 1995",1:00,,Chicago Bears,L 10-16,L -2.5,@,Cincinnati Bengals,U 46.5,
Sun,"Dec 10, 1995",1:00,,Detroit Lions,W 24-17,W -2.5,@,Houston Oilers,U 44.5,
Sun,"Dec 10, 1995",1:00,,Indianapolis Colts,W 41-31,W -5,@,Jacksonville Jaguars,O 37.5,
Sun,"Dec 10, 1995",1:00,@,New England Patriots,W 31-28,L -7,,New York Jets,O 39,
Sun,"Dec 10, 1995",1:00,,Dallas Cowboys,L 17-20,L -9,@,Philadelphia Eagles,U 43,
Sun,"Dec 10, 1995",1:00,,Buffalo Bills,W 45-27,W -2.5,@,St Louis Rams,O 41,
Sun,"Dec 10, 1995",4:00,@,Denver Broncos,L 27-31,L -7,,Seattle Seahawks,O 43.5,
Sun,"Dec 10, 1995",4:00,@,New York Giants,W 20-13,W -3,,Washington Redskins,U 41,
Sun,"Dec 10, 1995",4:00,@,Oakland Raiders,L 10-29,L -1,,Pittsburgh Steelers,P 39,
Sun,"Dec 10, 1995",8:00,,Green Bay Packers,L 10-13 (OT),L -7,@,Tampa Bay Buccaneers,U 43,
Mon,"Dec 11, 1995",9:00,@,Miami Dolphins,W 13-6,W -3,,Kansas City Chiefs,U 43,
