Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Sep 6, 1992",1:00,@,Atlanta Falcons,W 20-17,P -3,,New York Jets,U 43,
Sun,"Sep 6, 1992",1:00,@,Buffalo Bills,W 40-7,W -11,,Los Angeles Rams,O 45,
Sun,"Sep 6, 1992",1:00,@,Chicago Bears,W 27-24,L -3.5,,Detroit Lions,O 37,
Sun,"Sep 6, 1992",1:00,,Minnesota Vikings,W 23-20 (OT),L -5,@,Green Bay Packers,O 37,
Sun,"Sep 6, 1992",1:00,@,Houston Oilers,L 24-29,L -12.5,,Pittsburgh Steelers,O 45,
Sun,"Sep 6, 1992",1:00,,Cleveland Browns,L 3-14,L -6,@,Indianapolis Colts,U 34,
Sun,"Sep 6, 1992",1:00,@,Philadelphia Eagles,W 15-13,L -3.5,,New Orleans Saints,U 34,
Sun,"Sep 6, 1992",4:00,,San Francisco 49ers,W 31-14,W -4,@,New York Giants,O 37,
Sun,"Sep 6, 1992",4:00,,Kansas City Chiefs,W 24-10,W -2.5,@,San Diego Chargers,U 35,
Sun,"Sep 6, 1992",4:00,@,Seattle Seahawks,L 3-21,L -4,,Cincinnati Bengals,U 37,
Sun,"Sep 6, 1992",4:00,@,Tampa Bay Buccaneers,W 23-7,W -1,,Phoenix Cardinals,U 37,
Sun,"Sep 6, 1992",8:00,@,Denver Broncos,W 17-13,W -3,,Los Angeles Raiders,U 36,
Mon,"Sep 7, 1992",9:00,,Washington Redskins,L 10-23,L -2,@,Dallas Cowboys,U 43,
