Sun,"Nov 15, 1992",1:00,@,Atlanta Falcons,W 20-17,L -4,,Phoenix Cardinals,U 41.5,
Sun,"Nov 15, 1992",1:00,@,Cleveland Browns,L 13-14,L -2.5,,San Diego Chargers,U 31,
Sun,"Nov 15, 1992",1:00,,Philadelphia Eagles,L 24-27,L -8.5,@,Green Bay Packers,O 35,at Milwaukee
Sun,"Nov 15, 1992",1:00,@,Indianapolis Colts,L 34-37 (OT),L -7,,New England Patriots,O 32,
Sun,"Nov 15, 1992",1:00,@,Kansas City Chiefs,W 35-16,W -1,,Washington Redskins,O 35,
Sun,"Nov 15, 1992",1:00,@,Minnesota Vikings,L 13-17,L -7.5,,Houston Oilers,U 43,
Sun,"Nov 15, 1992",1:00,@,New York Jets,W 17-14,L -6,,Cincinnati Bengals,U 40,
Sun,"Nov 15, 1992",1:00,@,Pittsburgh Steelers,W 17-14,L -11,,Detroit Lions,U 34,
Sun,"Nov 15, 1992",4:00,@,Dallas Cowboys,L 23-27,L -14.5,,Los Angeles Rams,O 40,
Sun,"Nov 15, 1992",4:00,@,Los Angeles Raiders,W 20-3,W -14,,Seattle Seahawks,U 32,
Sun,"Nov 15, 1992",4:00,@,San Francisco 49ers,W 21-20,L -6,,New Orleans Saints,O 40,
Sun,"Nov 15, 1992",4:00,,Chicago Bears,L 17-20,L -6.5,@,Tampa Bay Buccaneers,U 41,
Sun,"Nov 15, 1992",8:00,@,Denver Broncos,W 27-13,W -3.5,,New York Giants,O 37,
Mon,"Nov 16, 1992",9:00,,Buffalo Bills,W 26-20,W -1,@,Miami Dolphins,U 46.5,
