Thu,"Nov 26, 1992",12:30,,Houston Oilers,W 24-21,W -1.5,@,Detroit Lions,O 41,
Thu,"Nov 26, 1992",4:00,@,Dallas Cowboys,W 30-3,W -15,,New York Giants,U 41,
Sun,"Nov 29, 1992",1:00,@,Atlanta Falcons,W 34-0,W -5.5,,New England Patriots,U 41,
Sun,"Nov 29, 1992",1:00,,Pittsburgh Steelers,W 21-9,W -7.5,@,Cincinnati Bengals,U 36,
Sun,"Nov 29, 1992",1:00,@,Cleveland Browns,W 27-14,W -3.5,,Chicago Bears,O 35,
Sun,"Nov 29, 1992",1:00,@,Green Bay Packers,W 19-14,L -5.5,,Tampa Bay Buccaneers,U 36,at Milwaukee
Sun,"Nov 29, 1992",1:00,@,New Orleans Saints,W 24-13,W -4,,Miami Dolphins,P 37,
Sun,"Nov 29, 1992",1:00,,Kansas City Chiefs,W 23-7,W -6,@,New York Jets,U 35,
Sun,"Nov 29, 1992",1:00,@,Washington Redskins,W 41-3,W -8,,Phoenix Cardinals,O 36,
Sun,"Nov 29, 1992",4:00,,Buffalo Bills,L 13-16 (OT),L -16.5,@,Indianapolis Colts,U 41,
Sun,"Nov 29, 1992",4:00,,Minnesota Vikings,W 31-17,W -2.5,@,Los Angeles Rams,O 37,
Sun,"Nov 29, 1992",4:00,@,San Francisco 49ers,W 20-14,L -6.5,,Philadelphia Eagles,U 41,
Sun,"Nov 29, 1992",8:00,@,San Diego Chargers,W 27-3,W -3.5,,Los Angeles Raiders,U 35,
Mon,"Nov 30, 1992",9:00,,Denver Broncos,L 13-16 (OT),L -5.5,@,Seattle Seahawks,U 34,
