Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Sep 27 1992,1:00,@,Chicago Bears,W 41-31,W -4.5,,Atlanta Falcons,O 39,
Sun,Sep 27 1992,1:00,@,Cincinnati Bengals,L 7-42,L -2,,Minnesota Vikings,O 41,
Sun,Sep 27 1992,1:00,,Denver Broncos,W 12-0,W -4.5,@,Cleveland Browns,U 34,
Sun,Sep 27 1992,1:00,@,Detroit Lions,L 23-27,L -10.5,,Tampa Bay Buccaneers,O 41,
Sun,Sep 27 1992,1:00,@,Houston Oilers,W 27-0,W -11,,San Diego Chargers,U 41,
Sun,Sep 27 1992,1:00,,Buffalo Bills,W 41-7,W -14,@,New England Patriots,O 38,
Sun,Sep 27 1992,4:00,,Pittsburgh Steelers,L 3-17,L -3.5,@,Green Bay Packers,U 37,
Sun,Sep 27 1992,4:00,@,Los Angeles Rams,W 18-10,W PK,,New York Jets,U 38,
Sun,Sep 27 1992,4:00,,Miami Dolphins,W 19-17,L -6,@,Seattle Seahawks,O 35,
Sun,Sep 27 1992,8:00,,San Francisco 49ers,W 16-10,W -3,@,New Orleans Saints,U 37,
Mon,Sep 28 1992,9:00,@,Kansas City Chiefs,W 27-7,W -6,,Los Angeles Raiders,U 37,
