Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Dec 11 2005,1:01,,Indianapolis Colts,W 26-18,W -7.5,@,Jacksonville Jaguars,O 43,
Sun,Dec 11 2005,1:02,,New England Patriots,W 35-7,W -3.5,@,Buffalo Bills,O 38,
Sun,Dec 11 2005,1:02,,Oakland Raiders,L 10-26,L -3,@,New York Jets,U 37.5,
Sun,Dec 11 2005,1:02,@,Pittsburgh Steelers,W 21-9,W -4,,Chicago Bears,U 32,
Sun,Dec 11 2005,1:03,@,Carolina Panthers,L 10-20,L -5.5,,Tampa Bay Buccaneers,U 37,
Sun,Dec 11 2005,1:03,@,Cincinnati Bengals,W 23-20,L -12.5,,Cleveland Browns,O 41.5,
Sun,Dec 11 2005,1:03,@,Tennessee Titans,W 13-10,L -6.5,,Houston Texans,U 44,
Sun,Dec 11 2005,1:05,@,Minnesota Vikings,W 27-13,W -7,,St Louis Rams,U 45.5,
Sun,Dec 11 2005,4:05,,Washington Redskins,W 17-13,W -3,@,Arizona Cardinals,U 41.5,
Sun,Dec 11 2005,4:05,,New York Giants,W 26-23 (OT),P -3,@,Philadelphia Eagles,O 40,
Sun,Dec 11 2005,4:06,@,Seattle Seahawks,W 41-3,W -15.5,,San Francisco 49ers,U 45,
Sun,Dec 11 2005,4:15,@,Dallas Cowboys,W 31-28,P -3,,Kansas City Chiefs,O 44,
Sun,Dec 11 2005,4:15,@,Denver Broncos,W 12-10,L -14,,Baltimore Ravens,U 40.5,
Sun,Dec 11 2005,4:15,@,San Diego Chargers,L 21-23,L -13.5,,Miami Dolphins,U 45,
Sun,Dec 11 2005,8:36,@,Green Bay Packers,W 16-13 (OT),L -5.5,,Detroit Lions,U 37,
Mon,Dec 12 2005,9:05,@,Atlanta Falcons,W 36-17,W -10,,New Orleans Saints,O 44,
