Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Sep 18, 2005",12:03,@,Indianapolis Colts,W 10-3,L -9,,Jacksonville Jaguars,U 46,
Sun,"Sep 18, 2005",1:02,,New England Patriots,L 17-27,L -3,@,Carolina Panthers,P 44,
Sun,"Sep 18, 2005",1:02,,Detroit Lions,L 6-38,L -2.5,@,Chicago Bears,O 34,
Sun,"Sep 18, 2005",1:02,,Pittsburgh Steelers,W 27-7,W -4.5,@,Houston Texans,U 39.5,
Sun,"Sep 18, 2005",1:02,@,Tampa Bay Buccaneers,W 19-3,W -2.5,,Buffalo Bills,U 35,
Sun,"Sep 18, 2005",1:03,@,Cincinnati Bengals,W 37-8,W -3,,Minnesota Vikings,U 47,
Sun,"Sep 18, 2005",1:03,@,Philadelphia Eagles,W 42-3,W -11.5,,San Francisco 49ers,O 43,
Sun,"Sep 18, 2005",1:03,,Baltimore Ravens,L 10-25,L -3.5,@,Tennessee Titans,U 36,
Sun,"Sep 18, 2005",4:05,,St Louis Rams,W 17-12,W -1,@,Arizona Cardinals,U 44,
Sun,"Sep 18, 2005",4:06,@,Seattle Seahawks,W 21-18,W -1,,Atlanta Falcons,U 41.5,
Sun,"Sep 18, 2005",4:15,@,Denver Broncos,W 20-17,P -3,,San Diego Chargers,U 44,
Sun,"Sep 18, 2005",4:15,@,Green Bay Packers,L 24-26,L -7,,Cleveland Browns,O 43,
Sun,"Sep 18, 2005",4:16,@,New York Jets,W 17-7,W -6,,Miami Dolphins,U 37,
Sun,"Sep 18, 2005",8:30,,Kansas City Chiefs,W 23-17,W -1.5,@,Oakland Raiders,U 53,
Mon,"Sep 19, 2005",7:36,,New York Giants,W 27-10,W -3,@,New Orleans Saints,U 43,at Giants Stadium
Mon,"Sep 19, 2005",9:07,@,Dallas Cowboys,L 13-14,L -6,,Washington Redskins,U 36,
