Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Sep 8 2011,8:40,@,Green Bay Packers,W 42-34,W -5,,New Orleans Saints,O 48,
Sun,Sep 11 2011,1:00,,Philadelphia Eagles,W 31-13,W -4,@,St Louis Rams,U 44.5,
Sun,Sep 11 2011,1:05,@,Baltimore Ravens,W 35-7,W -1.5,,Pittsburgh Steelers,O 37,
Sun,Sep 11 2011,1:05,@,Houston Texans,W 34-7,W -9,,Indianapolis Colts,U 44,
Sun,Sep 11 2011,1:05,,Tennessee Titans,L 14-16,L -1.5,@,Jacksonville Jaguars,U 38,
Sun,Sep 11 2011,1:06,,Atlanta Falcons,L 12-30,L -1.5,@,Chicago Bears,O 41,
Sun,Sep 11 2011,1:06,@,Cleveland Browns,L 17-27,L -7,,Cincinnati Bengals,O 36.5,
Sun,Sep 11 2011,1:06,@,Kansas City Chiefs,L 7-41,L -3.5,,Buffalo Bills,O 40,
Sun,Sep 11 2011,1:06,@,Tampa Bay Buccaneers,L 20-27,L -1.5,,Detroit Lions,O 43.5,
Sun,Sep 11 2011,4:15,@,Arizona Cardinals,W 28-21,P -7,,Carolina Panthers,O 37.5,
Sun,Sep 11 2011,4:20,@,San Diego Chargers,W 24-17,L -8.5,,Minnesota Vikings,U 43,
Sun,Sep 11 2011,4:22,@,San Francisco 49ers,W 33-17,W -6,,Seattle Seahawks,O 38,
Sun,Sep 11 2011,4:23,,New York Giants,L 14-28,L -2,@,Washington Redskins,O 40,
Sun,Sep 11 2011,8:33,@,New York Jets,W 27-24,L -6,,Dallas Cowboys,O 41,
Mon,Sep 12 2011,7:13,,New England Patriots,W 38-24,W -7.5,@,Miami Dolphins,O 47,
Mon,Sep 12 2011,10:26,@,Denver Broncos,L 20-23,L -3,,Oakland Raiders,O 42,
