Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 30, 2011",1:00,,New Orleans Saints,L 21-31,L -14,@,St Louis Rams,O 48.5,
Sun,"Oct 30, 2011",1:02,@,Baltimore Ravens,W 30-27,L -11.5,,Arizona Cardinals,O 43,
Sun,"Oct 30, 2011",1:02,@,Houston Texans,W 24-14,P -10,,Jacksonville Jaguars,U 41,
Sun,"Oct 30, 2011",1:02,@,New York Giants,W 20-17,L -10,,Miami Dolphins,U 43.5,
Sun,"Oct 30, 2011",1:02,@,Tennessee Titans,W 27-10,W -7.5,,Indianapolis Colts,U 43.5,
Sun,"Oct 30, 2011",1:03,@,Carolina Panthers,L 21-24,L -3,,Minnesota Vikings,U 47,
Sun,"Oct 30, 2011",4:05,@,Buffalo Bills,W 23-0,W -4,,Washington Redskins,U 46.5,at Toronto
Sun,"Oct 30, 2011",4:10,,Detroit Lions,W 45-10,W -3.5,@,Denver Broncos,O 43.5,
Sun,"Oct 30, 2011",4:15,,New England Patriots,L 17-25,L -3,@,Pittsburgh Steelers,U 52,
Sun,"Oct 30, 2011",4:15,@,San Francisco 49ers,W 20-10,W -9.5,,Cleveland Browns,U 38.5,
Sun,"Oct 30, 2011",4:16,,Cincinnati Bengals,W 34-12,W -1.5,@,Seattle Seahawks,O 37.5,
Sun,"Oct 30, 2011",8:28,@,Philadelphia Eagles,W 34-7,W -3,,Dallas Cowboys,U 49.5,
Mon,"Oct 31, 2011",8:40,,San Diego Chargers,L 20-23 (OT),L -3,@,Kansas City Chiefs,U 44.5,
