Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 24, 2011",12:35,,Green Bay Packers,W 27-15,W -4.5,@,Detroit Lions,U 55,
Thu,"Nov 24, 2011",4:16,@,Dallas Cowboys,W 20-19,L -7,,Miami Dolphins,U 46,
Thu,"Nov 24, 2011",8:29,@,Baltimore Ravens,W 16-6,W -3.5,,San Francisco 49ers,U 40.5,
Sun,"Nov 27, 2011",1:00,@,St Louis Rams,L 20-23,L -2.5,,Arizona Cardinals,O 40,
Sun,"Nov 27, 2011",1:02,@,Atlanta Falcons,W 24-14,P -10,,Minnesota Vikings,U 44,
Sun,"Nov 27, 2011",1:02,@,Cincinnati Bengals,W 23-20,L -7,,Cleveland Browns,O 38,
Sun,"Nov 27, 2011",1:02,@,New York Jets,W 28-24,L -9.5,,Buffalo Bills,O 42.5,
Sun,"Nov 27, 2011",1:02,@,Tennessee Titans,W 23-17,W -3,,Tampa Bay Buccaneers,U 44,
Sun,"Nov 27, 2011",1:03,,Carolina Panthers,W 27-19,W -3.5,@,Indianapolis Colts,U 46.5,
Sun,"Nov 27, 2011",1:03,,Houston Texans,W 20-13,W -6.5,@,Jacksonville Jaguars,U 37,
Sun,"Nov 27, 2011",4:05,@,Oakland Raiders,W 25-20,W -3,,Chicago Bears,O 41,
Sun,"Nov 27, 2011",4:07,@,Seattle Seahawks,L 17-23,L -3,,Washington Commanders,O 37.5,
Sun,"Nov 27, 2011",4:15,,New England Patriots,W 38-20,W -3.5,@,Philadelphia Eagles,O 50.5,
Sun,"Nov 27, 2011",4:15,@,San Diego Chargers,L 13-16 (OT),L -5.5,,Denver Broncos,U 42,
Sun,"Nov 27, 2011",8:31,,Pittsburgh Steelers,W 13-9,L -10.5,@,Kansas City Chiefs,U 40.5,
Mon,"Nov 28, 2011",8:40,@,New Orleans Saints,W 49-24,W -7,,New York Giants,O 51,
