Thu,"Dec 8, 2011",8:28,@,Pittsburgh Steelers,W 14-3,L -14,,Cleveland Browns,U 40,
Sun,"Dec 11, 2011",1:02,@,Baltimore Ravens,W 24-10,L -16.5,,Indianapolis Colts,U 41.5,
Sun,"Dec 11, 2011",1:02,@,Cincinnati Bengals,L 19-20,L -3,,Houston Texans,O 37,
Sun,"Dec 11, 2011",1:02,@,New York Jets,W 37-10,W -10.5,,Kansas City Chiefs,O 35.5,
Sun,"Dec 11, 2011",1:03,@,Detroit Lions,W 34-28,L -10,,Minnesota Vikings,O 47,
Sun,"Dec 11, 2011",1:03,,Tampa Bay Buccaneers,L 14-41,L -3,@,Jacksonville Jaguars,O 42,
Sun,"Dec 11, 2011",1:03,@,Miami Dolphins,L 10-26,L -3,,Philadelphia Eagles,U 44.5,
Sun,"Dec 11, 2011",1:03,,New Orleans Saints,W 22-17,W -3.5,@,Tennessee Titans,U 48,
Sun,"Dec 11, 2011",1:03,,New England Patriots,W 34-27,L -7.5,@,Washington Redskins,O 47,
Sun,"Dec 11, 2011",1:04,,Atlanta Falcons,W 31-23,W -3,@,Carolina Panthers,O 47.5,
Sun,"Dec 11, 2011",4:05,,San Francisco 49ers,L 19-21,L -3.5,@,Arizona Cardinals,P 40,
Sun,"Dec 11, 2011",4:05,@,Denver Broncos,W 13-10 (OT),L -3.5,,Chicago Bears,U 35.5,
Sun,"Dec 11, 2011",4:15,@,Green Bay Packers,W 46-16,W -11.5,,Oakland Raiders,O 49.5,
Sun,"Dec 11, 2011",4:15,@,San Diego Chargers,W 37-10,W -7,,Buffalo Bills,U 49,
Sun,"Dec 11, 2011",8:30,@,Dallas Cowboys,L 34-37,L -4.5,,New York Giants,O 50.5,
Mon,"Dec 12, 2011",8:40,@,Seattle Seahawks,W 30-13,W -9.5,,St Louis Rams,O 37,
