Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Sep 18, 2011",1:02,,Green Bay Packers,W 30-23,L -11,@,Carolina Panthers,O 45,
Sun,"Sep 18, 2011",1:02,@,Detroit Lions,W 48-3,W -9,,Kansas City Chiefs,O 45,
Sun,"Sep 18, 2011",1:02,,Cleveland Browns,W 27-19,W -1.5,@,Indianapolis Colts,O 39,
Sun,"Sep 18, 2011",1:02,@,New Orleans Saints,W 30-13,W -5,,Chicago Bears,U 46.5,
Sun,"Sep 18, 2011",1:02,@,New York Jets,W 32-3,W -9,,Jacksonville Jaguars,U 38.5,
Sun,"Sep 18, 2011",1:02,@,Pittsburgh Steelers,W 24-0,W -14,,Seattle Seahawks,U 40,
Sun,"Sep 18, 2011",1:02,,Baltimore Ravens,L 13-26,L -6,@,Tennessee Titans,P 39,
Sun,"Sep 18, 2011",1:03,@,Buffalo Bills,W 38-35,L -4,,Oakland Raiders,O 41,
Sun,"Sep 18, 2011",1:03,@,Washington Redskins,W 22-21,L -4.5,,Arizona Cardinals,U 45,
Sun,"Sep 18, 2011",1:05,@,Minnesota Vikings,L 20-24,L -1,,Tampa Bay Buccaneers,O 41,
Sun,"Sep 18, 2011",4:05,,Dallas Cowboys,W 27-24 (OT),P -3,@,San Francisco 49ers,O 41.5,
Sun,"Sep 18, 2011",4:15,@,Denver Broncos,W 24-22,L -3,,Cincinnati Bengals,O 41,
Sun,"Sep 18, 2011",4:15,,Houston Texans,W 23-13,W -3,@,Miami Dolphins,U 47.5,
Sun,"Sep 18, 2011",4:15,@,New England Patriots,W 35-21,W -7,,San Diego Chargers,O 53.5,
Sun,"Sep 18, 2011",8:30,,Philadelphia Eagles,L 31-35,L -2.5,@,Atlanta Falcons,O 49.5,
Mon,"Sep 19, 2011",8:40,@,New York Giants,W 28-16,W -7,,St Louis Rams,P 44,
