Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Dec 1 2011,8:29,,Philadelphia Eagles,L 14-31,L -3,@,Seattle Seahawks,O 43.5,
Sun,Dec 4 2011,1:02,@,Buffalo Bills,L 17-23,L -1,,Tennessee Titans,U 44,
Sun,Dec 4 2011,1:02,@,New England Patriots,W 31-24,L -20.5,,Indianapolis Colts,O 48.5,
Sun,Dec 4 2011,1:02,@,Pittsburgh Steelers,W 35-7,W -7,,Cincinnati Bengals,U 43,
Sun,Dec 4 2011,1:02,,Carolina Panthers,W 38-19,W -2.5,@,Tampa Bay Buccaneers,O 46.5,
Sun,Dec 4 2011,1:03,@,Chicago Bears,L 3-10,L -9,,Kansas City Chiefs,U 35,
Sun,Dec 4 2011,1:03,,Atlanta Falcons,L 10-17,L -2,@,Houston Texans,U 38,
Sun,Dec 4 2011,1:03,@,Miami Dolphins,W 34-14,W -3,,Oakland Raiders,O 43,
Sun,Dec 4 2011,1:03,,New York Jets,W 34-19,W -3,@,Washington Redskins,O 38.5,
Sun,Dec 4 2011,1:05,@,Minnesota Vikings,L 32-35,L -1.5,,Denver Broncos,O 37.5,
Sun,Dec 4 2011,4:05,,Baltimore Ravens,W 24-10,W -7,@,Cleveland Browns,U 38.5,
Sun,Dec 4 2011,4:15,,Dallas Cowboys,L 13-19 (OT),L -4.5,@,Arizona Cardinals,U 46.5,
Sun,Dec 4 2011,4:15,,Green Bay Packers,W 38-35,L -7,@,New York Giants,O 54,
Sun,Dec 4 2011,4:15,@,San Francisco 49ers,W 26-0,W -14.5,,St Louis Rams,U 38.5,
Sun,Dec 4 2011,8:31,@,New Orleans Saints,W 31-17,W -9,,Detroit Lions,U 54.5,
Mon,Dec 5 2011,8:41,,San Diego Chargers,W 38-14,W -3,@,Jacksonville Jaguars,O 39.5,
