Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 10, 1991",1:00,@,Cincinnati Bengals,L 27-33 (OT),L -1.5,,Pittsburgh Steelers,O 38,
Sun,"Nov 10, 1991",1:00,,Philadelphia Eagles,W 32-30,P -2,@,Cleveland Browns,O 33,
Sun,"Nov 10, 1991",1:00,,Buffalo Bills,W 34-24,W -7,@,Green Bay Packers,O 37,at Milwaukee
Sun,"Nov 10, 1991",1:00,@,Houston Oilers,W 26-23 (OT),L -10,,Dallas Cowboys,O 43,
Sun,"Nov 10, 1991",1:00,@,New Orleans Saints,W 10-3,W -5.5,,San Francisco 49ers,U 31,
Sun,"Nov 10, 1991",1:00,@,New York Jets,L 27-28,L -13.5,,Indianapolis Colts,O 32,
Sun,"Nov 10, 1991",1:00,,Detroit Lions,L 21-30,L -3,@,Tampa Bay Buccaneers,O 36,
Sun,"Nov 10, 1991",1:00,@,Washington Redskins,W 56-17,W -12,,Atlanta Falcons,O 35,
Sun,"Nov 10, 1991",4:00,@,Denver Broncos,L 16-17,L -3,,Los Angeles Raiders,U 36,
Sun,"Nov 10, 1991",4:00,,Kansas City Chiefs,W 27-20,W -4,@,Los Angeles Rams,O 40,
Sun,"Nov 10, 1991",4:00,,New York Giants,W 21-14,W -6.5,@,Phoenix Cardinals,O 34,
Sun,"Nov 10, 1991",4:00,,Seattle Seahawks,L 14-17,L -2,@,San Diego Chargers,U 36,
Sun,"Nov 10, 1991",8:00,@,Miami Dolphins,W 30-20,W -6.5,,New England Patriots,O 35,
Mon,"Nov 11, 1991",9:00,@,Minnesota Vikings,L 17-34,L -3,,Chicago Bears,O 36,
