Sun,"Nov 24, 1991",1:00,,Los Angeles Raiders,W 38-14,W -6.5,@,Cincinnati Bengals,O 36,
Sun,"Nov 24, 1991",1:00,,Kansas City Chiefs,L 15-20,L -4,@,Cleveland Browns,U 36,
Sun,"Nov 24, 1991",1:00,@,Green Bay Packers,W 14-10,L -7,,Indianapolis Colts,U 34,at Milwaukee
Sun,"Nov 24, 1991",1:00,@,Minnesota Vikings,L 14-34,L -6,,Detroit Lions,O 42,
Sun,"Nov 24, 1991",1:00,,Buffalo Bills,L 13-16,L -8.5,@,New England Patriots,U 42,
Sun,"Nov 24, 1991",1:00,,Houston Oilers,L 14-26,L -7.5,@,Pittsburgh Steelers,P 40,
Sun,"Nov 24, 1991",1:00,,New York Giants,W 21-14,L -9,@,Tampa Bay Buccaneers,O 34,
Sun,"Nov 24, 1991",1:00,@,Washington Redskins,L 21-24,L -12.5,,Dallas Cowboys,O 42,
Sun,"Nov 24, 1991",4:00,@,Chicago Bears,L 13-16 (OT),L -8,,Miami Dolphins,U 36,
Sun,"Nov 24, 1991",4:00,@,New York Jets,W 24-3,W -4,,San Diego Chargers,U 38,
Sun,"Nov 24, 1991",4:00,,Philadelphia Eagles,W 34-14,W -6.5,@,Phoenix Cardinals,O 33,
Sun,"Nov 24, 1991",4:00,@,Seattle Seahawks,W 13-10,L -3.5,,Denver Broncos,U 36,
Sun,"Nov 24, 1991",8:00,@,New Orleans Saints,L 20-23 (OT),L -6.5,,Atlanta Falcons,O 35,
Mon,"Nov 25, 1991",9:00,,San Francisco 49ers,W 33-10,W -3,@,Los Angeles Rams,O 38,
