Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 3 1991,1:00,,San Francisco 49ers,L 14-17,L -5,@,Atlanta Falcons,U 39,
Sun,Nov 3 1991,1:00,@,Buffalo Bills,W 22-17,L -17,,New England Patriots,U 41,
Sun,Nov 3 1991,1:00,@,Chicago Bears,W 20-10,W -7,,Detroit Lions,U 32,
Sun,Nov 3 1991,1:00,,Cleveland Browns,L 21-23,L -2.5,@,Cincinnati Bengals,O 36,
Sun,Nov 3 1991,1:00,@,Minnesota Vikings,W 28-13,W -11.5,,Tampa Bay Buccaneers,O 36,
Sun,Nov 3 1991,1:00,@,New York Jets,W 19-16 (OT),L -6.5,,Green Bay Packers,P 35,
Sun,Nov 3 1991,1:00,@,Washington Redskins,W 16-13 (OT),L -6.5,,Houston Oilers,U 43,
Sun,Nov 3 1991,4:00,@,Dallas Cowboys,W 27-7,W -9.5,,Phoenix Cardinals,U 36,
Sun,Nov 3 1991,4:00,,Miami Dolphins,W 10-6,L -9,@,Indianapolis Colts,U 36,
Sun,Nov 3 1991,4:00,,New Orleans Saints,W 24-17,W -4,@,Los Angeles Rams,O 36,
Sun,Nov 3 1991,8:00,@,Denver Broncos,W 20-13,W -6.5,,Pittsburgh Steelers,U 35,
Mon,Nov 4 1991,9:00,,New York Giants,L 7-30,L -3.5,@,Philadelphia Eagles,O 32,
